second,Ampere
+2.87000E-03,+313.28125E-03
+2.88000E-03,+310.93750E-03
+2.89000E-03,+309.76563E-03
+2.90000E-03,+308.39844E-03
+2.91000E-03,+305.85938E-03
+2.92000E-03,+305.07813E-03
+2.93000E-03,+302.73438E-03
+2.94000E-03,+301.17188E-03
+2.95000E-03,+299.80469E-03
+2.96000E-03,+297.46094E-03
+2.97000E-03,+296.67969E-03
+2.98000E-03,+294.14063E-03
+2.99000E-03,+292.57813E-03
+3.00000E-03,+290.82032E-03
+3.01000E-03,+288.28125E-03
+3.02000E-03,+287.50000E-03
+3.03000E-03,+284.96094E-03
+3.04000E-03,+283.20313E-03
+3.05000E-03,+281.25000E-03
+3.06000E-03,+278.51563E-03
+3.07000E-03,+277.34375E-03
+3.08000E-03,+274.60938E-03
+3.09000E-03,+272.46094E-03
+3.10000E-03,+271.09375E-03
+3.11000E-03,+267.96875E-03
+3.12000E-03,+266.79688E-03
+3.13000E-03,+264.25782E-03
+3.14000E-03,+262.10938E-03
+3.15000E-03,+260.35157E-03
+3.16000E-03,+257.03125E-03
+3.17000E-03,+255.66407E-03
+3.18000E-03,+252.73438E-03
+3.19000E-03,+250.58594E-03
+3.20000E-03,+248.82813E-03
+3.21000E-03,+245.70313E-03
+3.22000E-03,+244.33594E-03
+3.23000E-03,+241.60157E-03
+3.24000E-03,+239.25782E-03
+3.25000E-03,+237.50000E-03
+3.26000E-03,+233.98438E-03
+3.27000E-03,+232.22657E-03
+3.28000E-03,+229.10157E-03
+3.29000E-03,+226.36719E-03
+3.30000E-03,+224.80469E-03
+3.31000E-03,+221.48438E-03
+3.32000E-03,+219.72657E-03
+3.33000E-03,+216.60157E-03
+3.34000E-03,+213.86719E-03
+3.35000E-03,+211.91407E-03
+3.36000E-03,+208.00782E-03
+3.37000E-03,+206.05469E-03
+3.38000E-03,+202.73438E-03
+3.39000E-03,+199.60938E-03
+3.40000E-03,+197.65625E-03
+3.41000E-03,+193.94532E-03
+3.42000E-03,+191.79688E-03
+3.43000E-03,+188.67188E-03
+3.44000E-03,+185.54688E-03
+3.45000E-03,+183.39844E-03
+3.46000E-03,+179.49219E-03
+3.47000E-03,+177.53907E-03
+3.48000E-03,+174.21875E-03
+3.49000E-03,+170.70313E-03
+3.50000E-03,+168.75000E-03
+3.51000E-03,+164.84375E-03
+3.52000E-03,+162.69531E-03
+3.53000E-03,+159.37500E-03
+3.54000E-03,+155.85938E-03
+3.55000E-03,+153.71094E-03
+3.56000E-03,+149.80469E-03
+3.57000E-03,+147.65625E-03
+3.58000E-03,+144.72656E-03
+3.59000E-03,+140.82031E-03
+3.60000E-03,+138.86719E-03
+3.61000E-03,+134.57031E-03
+3.62000E-03,+132.03125E-03
+3.63000E-03,+128.90625E-03
+3.64000E-03,+125.39063E-03
+3.65000E-03,+122.85156E-03
+3.66000E-03,+118.75000E-03
+3.67000E-03,+116.01563E-03
+3.68000E-03,+112.89063E-03
+3.69000E-03,+109.17969E-03
+3.70000E-03,+107.03125E-03
+3.71000E-03,+102.73438E-03
+3.72000E-03,+100.19531E-03
+3.73000E-03,+96.87500E-03
+3.74000E-03,+92.96875E-03
+3.75000E-03,+90.62500E-03
+3.76000E-03,+86.13281E-03
+3.77000E-03,+83.20313E-03
+3.78000E-03,+79.68750E-03
+3.79000E-03,+75.78125E-03
+3.80000E-03,+73.43750E-03
+3.81000E-03,+69.33594E-03
+3.82000E-03,+66.40625E-03
+3.83000E-03,+63.28125E-03
+3.84000E-03,+59.17969E-03
+3.85000E-03,+56.83594E-03
+3.86000E-03,+52.92969E-03
+3.87000E-03,+50.00000E-03
+3.88000E-03,+47.07031E-03
+3.89000E-03,+42.77344E-03
+3.90000E-03,+40.62500E-03
+3.91000E-03,+36.13281E-03
+3.92000E-03,+33.00781E-03
+3.93000E-03,+30.27344E-03
+3.94000E-03,+26.17188E-03
+3.95000E-03,+23.82813E-03
+3.96000E-03,+19.72656E-03
+3.97000E-03,+16.60156E-03
+3.98000E-03,+13.86719E-03
+3.99000E-03,+9.57031E-03
+4.00000E-03,+7.22656E-03
+4.01000E-03,+3.32031E-03
+4.02000E-03,+390.63E-06
+4.03000E-03,-2.14844E-03
+4.04000E-03,-6.25000E-03
+4.05000E-03,-8.59375E-03
+4.06000E-03,-12.30469E-03
+4.07000E-03,-15.23438E-03
+4.08000E-03,-17.77344E-03
+4.09000E-03,-21.87500E-03
+4.10000E-03,-24.21875E-03
+4.11000E-03,-27.92969E-03
+4.12000E-03,-31.44531E-03
+4.13000E-03,-34.17969E-03
+4.14000E-03,-38.28125E-03
+4.15000E-03,-40.42969E-03
+4.16000E-03,-43.94531E-03
+4.17000E-03,-47.26563E-03
+4.18000E-03,-49.60938E-03
+4.19000E-03,-53.71094E-03
+4.20000E-03,-56.05469E-03
+4.21000E-03,-59.57031E-03
+4.22000E-03,-62.50000E-03
+4.23000E-03,-64.84375E-03
+4.24000E-03,-68.75000E-03
+4.25000E-03,-70.70313E-03
+4.26000E-03,-74.21875E-03
+4.27000E-03,-77.34375E-03
+4.28000E-03,-79.88281E-03
+4.29000E-03,-83.78906E-03
+4.30000E-03,-85.74219E-03
+4.31000E-03,-89.06250E-03
+4.32000E-03,-92.18750E-03
+4.33000E-03,-94.33594E-03
+4.34000E-03,-98.04688E-03
+4.35000E-03,-100.19531E-03
+4.36000E-03,-103.32031E-03
+4.37000E-03,-106.64063E-03
+4.38000E-03,-108.78906E-03
+4.39000E-03,-112.69531E-03
+4.40000E-03,-114.64844E-03
+4.41000E-03,-117.77344E-03
+4.42000E-03,-120.89844E-03
+4.43000E-03,-122.65625E-03
+4.44000E-03,-126.56250E-03
+4.45000E-03,-128.51563E-03
+4.46000E-03,-131.44531E-03
+4.47000E-03,-134.57031E-03
+4.48000E-03,-136.32813E-03
+4.49000E-03,-140.03906E-03
+4.50000E-03,-142.18750E-03
+4.51000E-03,-144.92188E-03
+4.52000E-03,-147.85156E-03
+4.53000E-03,-149.60938E-03
+4.54000E-03,-153.12500E-03
+4.55000E-03,-155.07813E-03
+4.56000E-03,-157.81250E-03
+4.57000E-03,-160.74219E-03
+4.58000E-03,-162.30469E-03
+4.59000E-03,-165.82031E-03
+4.60000E-03,-167.77344E-03
+4.61000E-03,-170.11719E-03
+4.62000E-03,-173.24219E-03
+4.63000E-03,-175.00000E-03
+4.64000E-03,-178.51563E-03
+4.65000E-03,-180.46875E-03
+4.66000E-03,-183.00782E-03
+4.67000E-03,-186.13282E-03
+4.68000E-03,-187.69532E-03
+4.69000E-03,-191.01563E-03
+4.70000E-03,-192.96875E-03
+4.71000E-03,-195.31250E-03
+4.72000E-03,-198.43750E-03
+4.73000E-03,-199.80469E-03
+4.74000E-03,-202.92969E-03
+4.75000E-03,-204.88282E-03
+4.76000E-03,-207.03125E-03
+4.77000E-03,-210.35157E-03
+4.78000E-03,-211.71875E-03
+4.79000E-03,-215.03907E-03
+4.80000E-03,-216.79688E-03
+4.81000E-03,-219.14063E-03
+4.82000E-03,-222.26563E-03
+4.83000E-03,-223.63282E-03
+4.84000E-03,-226.95313E-03
+4.85000E-03,-229.10157E-03
+4.86000E-03,-231.05469E-03
+4.87000E-03,-234.37500E-03
+4.88000E-03,-235.35157E-03
+4.89000E-03,-238.47657E-03
+4.90000E-03,-240.62500E-03
+4.91000E-03,-242.57813E-03
+4.92000E-03,-245.70313E-03
+4.93000E-03,-247.07032E-03
+4.94000E-03,-249.80469E-03
+4.95000E-03,-251.95313E-03
+4.96000E-03,-253.51563E-03
+4.97000E-03,-256.25000E-03
+4.98000E-03,-257.42188E-03
+4.99000E-03,-260.15625E-03
