,timestamp_s,timestamp_ms,imu1_accel_x,imu1_accel_y,imu1_accel_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_mag_x,imu1_mag_y,imu1_mag_z,imu2_accel_x,imu2_accel_y,imu2_accel_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,imu2_mag_x,imu2_mag_y,imu2_mag_z,high_g_accel_x,high_g_accel_y,high_g_accel_z,baro1_temp,baro1_pres,baro2_temp,baro2_pres,gps_lat,gps_long,gps_alt,battery_voltage,pyro_cont,heading,vtg,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,q_x,q_y,q_z,q_w,state,baro_pres_avg,gps_lat_mod,gps_long_mod,imu1_accel_x_real,imu1_accel_y_real,imu1_accel_z_real,imu2_accel_x_real,imu2_accel_y_real,imu2_accel_z_real,imu1_gyro_x_real,imu1_gyro_y_real,imu1_gyro_z_real,imu2_gyro_x_real,imu2_gyro_y_real,imu2_gyro_z_real,imu1_mag_x_real,imu1_mag_y_real,imu1_mag_z_real,imu2_mag_x_real,imu2_mag_y_real,imu2_mag_z_real,imu_accel_x_avg,imu_accel_y_avg,imu_accel_z_avg,imu_gyro_x_avg,imu_gyro_y_avg,imu_gyro_z_avg,imu_mag_x_avg,imu_mag_y_avg,imu_mag_z_avg,high_g_accel_x_real,high_g_accel_y_real,high_g_accel_z_real,baro_temp_avg
34177,4346751,0,-75,-112,-58,18,9598,300,3225,-1453,-2731,-78,-115,-101,176,9510,318,3394,1305,-173,96,-32,-4000,34.54,0.9369356032568468,32.22,0.9457093510979522,3859.973876953125,-7606.29833984375,26.399999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9413224771773995,38.99956461588542,-76.10497233072917,-0.538385085,-0.8039883936000001,-0.4163511324,-0.5599204884,-0.825523797,-0.7250252478,0.021991078575,11.726131786825,0.36651797625000004,0.2150238794,11.618619847125,0.38850905482500003,1.8705,-0.84274,-1.58398,1.96852,0.7569,-0.10034,-0.5491527867,-0.8147560953,-0.5706881901,0.1185074789875,11.672375816975,0.3775135155375,1.91951,-0.042920000000000014,-0.84216,2.82432,-0.94144,-117.68,33.379999999999995
34178,4346901,0,-20,-104,-48,183,9328,390,3225,-1453,-2731,-24,-105,-83,334,9257,413,3394,1305,-173,160,-48,-3888,34.55,0.9359289415247964,32.23,0.9447322970639032,3859.973876953125,-7606.29833984375,26.399999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9403306192943498,38.99956461588542,-76.10497233072917,-0.143569356,-0.7465606512,-0.3445664544,-0.1722832272,-0.753739119,-0.5958128274000001,0.2235759655125,11.3962656082,0.47647336912500005,0.408056680225,11.3095230204875,0.5045730806375001,1.8705,-0.84274,-1.58398,1.96852,0.7569,-0.10034,-0.1579262916,-0.7501498851,-0.47018964090000004,0.31581632286875,11.35289431434375,0.49052322488125005,1.91951,-0.042920000000000014,-0.84216,4.7072,-1.41216,-114.38496,33.39
34179,4347052,0,0,-97,-72,264,9199,264,2805,-1438,-2845,-4,-111,-103,422,9128,277,2914,1331,-188,176,-112,-3936,34.55,0.9351887490747596,32.24,0.9437651122625216,3859.973876953125,-7606.29833984375,26.399999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9394769306686406,38.99956461588542,-76.10497233072917,0.0,-0.6963113766,-0.5168496816,-0.0287138712,-0.7968099258,-0.7393821834000001,0.3225358191,11.2386628784125,0.3225358191,0.515568619925,11.1519202907,0.33841826473750003,1.6269,-0.83404,-1.6501,1.69012,0.77198,-0.10904,-0.0143569356,-0.7465606512,-0.6281159325000001,0.41905221951250005,11.19529158455625,0.33047704191875005,1.6585100000000002,-0.031030000000000002,-0.87957,5.17792,-3.29504,-115.79712,33.394999999999996
34180,4347202,0,0,-109,-97,158,9004,132,2538,-1430,-3106,-1,-108,-97,295,8915,151,2659,1346,-499,96,-16,-3936,34.57,0.9342610412040464,32.24,0.9428077966938072,3859.973876953125,-7606.29833984375,26.399999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9385344189489269,38.99956461588542,-76.10497233072917,0.0,-0.7824529902,-0.6963113766,-0.0071784678,-0.7752745224,-0.6963113766,0.19303280082500002,11.00042619385,0.16126790955,0.3604093433125,10.891692527562501,0.18448071471250002,1.47204,-0.8294,-1.80148,1.54222,0.78068,-0.28942,-0.0035892339,-0.7788637563,-0.6963113766,0.27672107206875,10.94605936070625,0.17287431213125,1.50713,-0.024359999999999993,-1.04545,2.82432,-0.47072,-115.79712,33.405
34181,4347352,0,-59,-90,-128,-51,8842,204,2473,-1387,-3510,-66,-93,-142,85,8762,210,2543,1357,-848,48,32,-3984,34.57,0.9332346410066618,32.24,0.9418406118924254,3859.973876953125,-7606.29833984375,26.399999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9375376264495436,38.99956461588542,-76.10497233072917,-0.4235296002,-0.646062102,-0.9188438784,-0.4737788748,-0.6675975054000001,-1.0193424276,-0.062308055962500004,10.802506486675,0.24923222385000002,0.1038467599375,10.704768359675,0.256562583375,1.43434,-0.80446,-2.0358,1.47494,0.78706,-0.49184,-0.4486542375,-0.6568298037,-0.969093153,0.0207693519875,10.753637423175,0.2528974036125,1.45464,-0.008699999999999986,-1.26382,1.41216,0.94144,-117.20928,33.405
34182,4347503,0,-25,-85,-68,-115,8664,394,2473,-1387,-3510,-26,-87,-98,32,8588,406,2543,1357,-848,64,-16,-3952,34.58,0.932385886997286,32.24,0.94119911176906,3859.973876953125,-7606.29833984375,26.399999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.936792499383173,38.99956461588542,-76.10497233072917,-0.179461695,-0.610169763,-0.48813581040000004,-0.1866401628,-0.6245266986,-0.7034898444000001,-0.14049855756250001,10.5850391541,0.48136027547500004,0.0390952508,10.492187933450001,0.49602099452500004,1.43434,-0.80446,-2.0358,1.47494,0.78706,-0.49184,-0.18305092890000002,-0.6173482308,-0.5958128274000001,-0.05070165338125,10.538613543775,0.48869063500000004,1.45464,-0.008699999999999986,-1.26382,1.88288,-0.47072,-116.26784,33.41
34183,4347653,0,-9,-79,-55,36,8464,470,2568,-1401,-3815,-21,-76,-74,178,8394,482,2662,1382,-1201,48,-16,-4016,34.57,0.9316160868492476,32.25,0.940281273131014,3859.973876953125,-7606.29833984375,26.399999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9359486799901308,38.99956461588542,-76.10497233072917,-0.0646062102,-0.5670989562000001,-0.394815729,-0.1507478238,-0.5455635528,-0.5312066172000001,0.04398215715,10.3406938366,0.574211496125,0.217467332575,10.255172975475,0.588872215175,1.48944,-0.81258,-2.2127,1.54396,0.80156,-0.69658,-0.10767701700000001,-0.5563312545000001,-0.46301117310000006,0.1307247448625,10.297933406037501,0.58154185565,1.5167000000000002,-0.005509999999999959,-1.45464,1.41216,-0.47072,-118.15072,33.41
34184,4347804,0,6,-70,-57,140,8254,398,2831,-1377,-4033,3,-76,-91,276,8196,408,2902,1378,-1427,48,-16,-3904,34.58,0.9310436713545522,32.26,0.9396101653096472,3859.973876953125,-7606.29833984375,26.399999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9353269183320998,38.99956461588542,-76.10497233072917,0.0430708068,-0.502492746,-0.4091726646,0.0215354034,-0.5455635528,-0.6532405698,0.17104172225,10.084131253225001,0.48624718182500004,0.33719653815,10.01327111115,0.49846444770000004,1.64198,-0.79866,-2.33914,1.68316,0.79924,-0.82766,0.0323031051,-0.5240281494000001,-0.5312066172000001,0.2541191302,10.0487011821875,0.4923558147625,1.66257,0.00028999999999995696,-1.5834,1.41216,-0.47072,-114.85568,33.42
34185,4347954,0,11,-74,-78,176,8105,273,3130,-1398,-4123,6,-67,-99,321,8025,275,3223,1354,-1489,128,-16,-3888,34.57,0.9302146558105108,32.27,0.93873180360227,3859.973876953125,-7606.29833984375,26.399999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9344732297063905,38.99956461588542,-76.10497233072917,0.07896314580000001,-0.5312066172000001,-0.5599204884,0.0430708068,-0.4809573426,-0.7106683122,0.2150238794,9.9020939916875,0.33353135838750003,0.3921742345875,9.804355864687501,0.33597481156250003,1.8154,-0.81084,-2.39134,1.86934,0.78532,-0.86362,0.061016976300000005,-0.5060819799,-0.6352944003000001,0.30359905699375,9.853224928187501,0.334753084975,1.8423699999999998,-0.012759999999999994,-1.62748,3.76576,-0.47072,-114.38496,33.42
34186,4348104,0,4,-73,-128,92,7965,148,3130,-1398,-4123,-1,-69,-141,234,7887,145,3223,1354,-1489,128,-48,-3968,34.59,0.9295731556871452,32.26,0.9379521342215644,3859.973876953125,-7606.29833984375,26.399999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9337626449543548,38.99956461588542,-76.10497233072917,0.0287138712,-0.5240281494,-0.9188438784,-0.0071784678,-0.4953142782,-1.0121639598,0.11239884605,9.7310522694375,0.18081553495,0.285884021475,9.6357575956125,0.1771503551875,1.8154,-0.81084,-2.39134,1.86934,0.78532,-0.86362,0.0107677017,-0.5096712138,-0.9655039191000001,0.19914143376250001,9.683404932525,0.17898294506875,1.8423699999999998,-0.012759999999999994,-1.62748,3.76576,-1.41216,-116.73856,33.425
34187,4348255,0,-19,-75,-111,-116,7755,170,3467,-1398,-4036,-30,-65,-133,38,7667,155,3584,1357,-1427,160,-16,-3872,34.59,0.928388847767086,32.25,0.9372810264001974,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9328349370836417,38.9998046875,-76.10555826822916,-0.1363908882,-0.538385085,-0.7968099258,-0.215354034,-0.466600407,-0.9547362174,-0.14172028415000001,9.474489686062501,0.207693519875,0.046425610325000005,9.366977746362501,0.18936762106250002,2.01086,-0.81084,-2.34088,2.07872,0.78706,-0.82766,-0.1758724611,-0.502492746,-0.8757730716000001,-0.047647336912500005,9.420733716212501,0.19853057046875,2.04479,-0.011890000000000012,-1.5842699999999998,4.7072,-0.47072,-113.91424,33.42
34188,4348405,0,-40,-58,-68,-196,7539,333,3728,-1402,-3831,-35,-68,-101,-60,7452,311,3849,1313,-1158,48,-32,-3904,34.6,0.9281618554157416,32.26,0.936886257093511,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9325240562546263,38.9998046875,-76.10555826822916,-0.287138712,-0.4163511324,-0.48813581040000004,-0.251246373,-0.48813581040000004,-0.7250252478,-0.23945841115000002,9.210596743162501,0.4068349536375,-0.07330359525,9.10430653005,0.3799569687125,2.16224,-0.81316,-2.22198,2.23242,0.76154,-0.67164,-0.2691925425,-0.4522434714,-0.6065805291,-0.1563810032,9.15745163660625,0.393395961175,2.19733,-0.02581,-1.44681,1.41216,-0.94144,-114.85568,33.43
34189,4348556,0,-15,-58,-38,-147,7285,462,3865,-1428,-3509,-25,-52,-72,-12,7204,446,3849,1313,-1158,64,16,-3888,34.6,0.927392055267703,32.26,0.9361263261781396,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9317591907229212,38.9998046875,-76.10555826822916,-0.107677017,-0.4163511324,-0.2727817764,-0.179461695,-0.3732803256,-0.5168496816,-0.1795938083625,8.9002781899375,0.564437683425,-0.01466071905,8.80131833635,0.544890058025,2.2417,-0.82824,-2.03522,2.23242,0.76154,-0.67164,-0.143569356,-0.394815729,-0.394815729,-0.09712726370625,8.850798263143751,0.554663870725,2.2370599999999996,-0.03334999999999999,-1.35343,1.88288,0.47072,-114.38496,33.43
34190,4348706,0,4,-51,-46,-33,7159,469,3865,-1428,-3509,0,-53,-69,114,7083,463,3954,1264,-877,48,48,-3904,34.6,0.9269676782630152,32.26,0.93553417221811,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9312509252405625,38.9998046875,-76.10555826822916,0.0287138712,-0.36610185780000004,-0.3302095188,0.0,-0.3804587934,-0.4953142782,-0.0403169773875,8.7463406399125,0.5729897695375,0.13927683097500002,8.6534894192625,0.5656594100125,2.2417,-0.82824,-2.03522,2.29332,0.73312,-0.50866,0.0143569356,-0.3732803256,-0.4127618985,0.049479926793750004,8.699915029587501,0.569324589775,2.2675099999999997,-0.04755999999999999,-1.2719399999999998,1.41216,1.41216,-114.85568,33.43
34191,4348856,0,10,-45,-54,54,6927,382,3812,-1446,-3247,3,-50,-66,191,6858,379,3873,1273,-591,96,-32,-3824,34.62,0.926099185788305,32.26,0.9349124105600788,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9305057981741919,38.9998046875,-76.10555826822916,0.071784678,-0.323031051,-0.3876372612,0.0215354034,-0.35892339,-0.4737788748,0.06597323572500001,8.4629000716125,0.466699556425,0.2333497782125,8.378600937075001,0.4630343766625,2.21096,-0.83868,-1.88326,2.24634,0.73834,-0.34278000000000003,0.0466600407,-0.3409772205,-0.43070806800000005,0.14966150696875,8.42075050434375,0.46486696654375004,2.22865,-0.05016999999999999,-1.11302,2.82432,-0.94144,-112.50208,33.44
34192,4349007,0,6,-48,-66,86,6756,279,3648,-1439,-2993,8,-46,-81,213,6682,266,3702,1262,-389,32,-48,-3968,34.61,0.9256452010856157,32.28,0.9342018258080436,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9299235134468296,38.9998046875,-76.10555826822916,0.0430708068,-0.3445664544,-0.4737788748,0.0574277424,-0.3302095188,-0.5814558918,0.105068486525,8.25398482515,0.34086171791250003,0.2602277631375,8.163577057675,0.324979272275,2.11584,-0.83462,-1.73594,2.14716,0.73196,-0.22562000000000001,0.050249274600000005,-0.3373879866,-0.5276173833,0.18264812483125,8.2087809414125,0.33292049509375,2.1315,-0.05132999999999999,-0.98078,0.94144,-1.41216,-116.73856,33.445
34193,4349157,0,6,-43,-61,30,6584,189,3436,-1440,-2859,0,-39,-80,152,6498,182,3702,1262,-389,160,-128,-3936,34.62,0.9251320009869232,32.26,0.9338267949666912,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9294793979768072,38.9998046875,-76.10555826822916,0.0430708068,-0.3086741154,-0.43788653580000003,0.0,-0.2799602442,-0.574277424,0.036651797625,8.0438478521,0.2309063250375,0.18570244130000002,7.938779365575001,0.222354238925,1.99288,-0.8352,-1.65822,2.14716,0.73196,-0.22562000000000001,0.0215354034,-0.2943171798,-0.5060819799,0.11117711946250002,7.991313608837501,0.22663028198125001,2.07002,-0.05162,-0.94192,4.7072,-3.76576,-115.79712,33.44
34194,4349308,0,2,-47,-55,-65,6499,88,3436,-1440,-2859,-3,-43,-74,64,6408,86,3443,1249,-216,32,-80,-3856,34.62,0.9244806316308908,32.26,0.9333530717986676,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9289168517147792,38.9998046875,-76.10555826822916,0.0143569356,-0.3373879866,-0.394815729,-0.0215354034,-0.3086741154,-0.5312066172000001,-0.0794122281875,7.9400010921625,0.1075119397,0.0781905016,7.8288239727,0.105068486525,1.99288,-0.8352,-1.65822,1.99694,0.72442,-0.12528,-0.0035892338999999997,-0.323031051,-0.46301117310000006,-0.0006108632937499997,7.88441253243125,0.1062902131125,1.99491,-0.05539000000000005,-0.89175,0.94144,-2.3536,-113.44352,33.44
34195,4349458,0,-4,-36,-42,-147,6311,114,3193,-1453,-2766,-19,-33,-69,-14,6220,91,3198,1270,-192,160,-80,-3920,34.63,0.9241450777202072,32.27,0.9327905255366395,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9284678016284234,38.9998046875,-76.10555826822916,-0.0287138712,-0.2584248408,-0.3014956476,-0.1363908882,-0.2368894374,-0.4953142782,-0.1795938083625,7.7103164937125,0.13927683097500002,-0.017104172225000002,7.59913937425,0.1111771194625,1.85194,-0.84274,-1.60428,1.85484,0.7366,-0.11136,-0.0825523797,-0.2476571391,-0.39840496290000005,-0.09834899029375,7.65472793398125,0.12522697521875,1.85339,-0.053070000000000006,-0.8578199999999999,4.7072,-2.3536,-115.3264,33.45
34196,4349608,0,-5,-39,-40,-170,6079,156,2951,-1463,-2819,-19,-37,-57,-35,5990,123,2967,1320,-224,96,-48,-3920,34.64,0.9235430545275104,32.27,0.9323464100666172,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9279447322970638,38.9998046875,-76.10555826822916,-0.035892339,-0.2799602442,-0.287138712,-0.1363908882,-0.26560330860000003,-0.4091726646,-0.207693519875,7.4268759254125,0.19058934765000002,-0.0427604305625,7.3181422591250005,0.1502723702625,1.71158,-0.84854,-1.63502,1.72086,0.7656000000000001,-0.12992,-0.0861416136,-0.2727817764,-0.3481556883,-0.12522697521875,7.37250909226875,0.17043085895625001,1.71622,-0.04146999999999995,-0.88247,2.82432,-1.41216,-115.3264,33.455
34197,4349759,0,-4,-33,-23,-164,5873,205,2718,-1444,-2877,-14,-34,-48,-33,5792,179,2967,1320,-224,112,-128,-3920,34.62,0.923029854428818,32.26,0.9316950407105848,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9273624475697014,38.9998046875,-76.10555826822916,-0.0287138712,-0.2368894374,-0.1651047594,-0.10049854920000001,-0.24406790520000002,-0.3445664544,-0.20036316035,7.1752002483875,0.2504539504375,-0.0403169773875,7.0762403948,0.2186890591625,1.57644,-0.83752,-1.66866,1.72086,0.7656000000000001,-0.12992,-0.0646062102,-0.2404786713,-0.2548356069,-0.12034006886875001,7.12572032159375,0.2345715048,1.64865,-0.03595999999999999,-0.89929,3.29504,-3.76576,-115.3264,33.44
34198,4349909,0,0,-28,-26,-124,5667,239,2718,-1444,-2877,-6,-32,-47,-12,5566,210,2771,1320,-338,224,-16,-3904,34.63,0.9224969158647915,32.26,0.9313693560325684,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.92693313594868,38.9998046875,-76.10555826822916,0.0,-0.20099709840000002,-0.1866401628,-0.0430708068,-0.2297109696,-0.3373879866,-0.15149409685,6.9235245713625,0.2919926544125,-0.01466071905,6.800130186025,0.256562583375,1.57644,-0.83752,-1.66866,1.60718,0.7656000000000001,-0.19604,-0.0215354034,-0.21535403400000003,-0.26201407470000004,-0.08307740795,6.86182737869375,0.27427761889375,1.5918100000000002,-0.03595999999999999,-0.93235,6.59008,-0.47072,-114.85568,33.445
34199,4350059,0,-3,-26,-37,-109,5498,240,2558,-1413,-3067,-16,-26,-56,21,5400,219,2590,1345,-522,32,-16,-3936,34.65,0.9221712311867752,32.28,0.9310436713545522,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9266074512706637,38.9998046875,-76.10555826822916,-0.0215354034,-0.1866401628,-0.26560330860000003,-0.1148554848,-0.1866401628,-0.40199419680000004,-0.13316819803750002,6.717052778075001,0.293214381,0.0256562583375,6.597323572500001,0.2675581226625,1.48364,-0.81954,-1.77886,1.5022,0.7801,-0.30276000000000003,-0.0681954441,-0.1866401628,-0.33379875270000003,-0.05375596985000001,6.657188175287501,0.28038625183125,1.49292,-0.019720000000000015,-1.04081,0.94144,-0.47072,-115.79712,33.465
34200,4350210,0,-4,-22,-29,-111,5319,236,2464,-1413,-3321,-16,-26,-53,9,5220,214,2553,1355,-737,96,-32,-3808,34.64,0.9218258080434246,32.28,0.9305502097211942,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9261880088823093,38.9998046875,-76.10555826822916,-0.0287138712,-0.15792629160000002,-0.2081755662,-0.1148554848,-0.1866401628,-0.3804587934,-0.13561165121250002,6.4983637189125005,0.28832747465,0.0109955392875,6.37741278675,0.26144948972500004,1.42912,-0.81954,-1.92618,1.48074,0.7859,-0.42746,-0.071784678,-0.1722832272,-0.2943171798,-0.06230805596250001,6.43788825283125,0.27488848218750006,1.45493,-0.01682,-1.17682,2.82432,-0.94144,-112.03136,33.46
34201,4350360,0,5,-25,-25,-87,5214,227,2430,-1398,-3489,2,-25,-42,42,5126,200,2553,1355,-737,96,-48,-3856,34.63,0.9218554157414262,32.28,0.9301949173451765,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9260251665433012,38.9998046875,-76.10555826822916,0.035892339,-0.179461695,-0.179461695,0.0143569356,-0.179461695,-0.3014956476,-0.1062902131125,6.370082427225,0.2773319353625,0.051312516675,6.262570487525,0.24434531750000002,1.4094,-0.81084,-2.02362,1.48074,0.7859,-0.42746,0.025124637300000002,-0.179461695,-0.2404786713,-0.02748884821875,6.316326457375,0.26083862643125,1.4450699999999999,-0.012469999999999981,-1.22554,2.82432,-1.41216,-113.44352,33.455
34202,4350511,0,0,-19,-30,-96,5116,202,2430,-1398,-3489,-1,-18,-55,25,5016,172,2534,1354,-914,96,-160,-3760,34.64,0.921292869479398,32.27,0.9300666173205032,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9256797433999506,38.9998046875,-76.10555826822916,0.0,-0.1363908882,-0.215354034,-0.0071784678,-0.1292124204,-0.394815729,-0.1172857524,6.25035322165,0.24678877067500002,0.030543164687500002,6.1281805629,0.21013697305,1.4094,-0.81084,-2.02362,1.46972,0.78532,-0.53012,-0.0035892339,-0.13280165430000002,-0.3050848815,-0.04337129385625,6.1892668922750005,0.22846287186250003,1.43956,-0.012759999999999994,-1.2768700000000002,2.82432,-4.7072,-110.6192,33.455
34203,4350661,0,-1,-24,-26,-110,5000,179,2459,-1375,-3712,-8,-15,-56,15,4903,151,2617,1344,-1142,192,-64,-3936,34.66,0.9208981001727116,32.28,0.9296422403158154,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9252701702442635,38.9998046875,-76.10555826822916,-0.0071784678,-0.1722832272,-0.1866401628,-0.0574277424,-0.107677017,-0.40199419680000004,-0.13438992462500002,6.1086329375,0.2186890591625,0.0183258988125,5.9901254585125,0.18448071471250002,1.42622,-0.7975,-2.15296,1.51786,0.77952,-0.66236,-0.0323031051,-0.1399801221,-0.29431717980000005,-0.058032012906250006,6.04937919800625,0.2015848869375,1.47204,-0.008989999999999998,-1.4076600000000001,5.64864,-1.88288,-115.79712,33.47
34204,4350811,0,-2,-20,-19,-109,4876,180,2570,-1377,-3844,-17,-12,-44,7,4769,146,2617,1344,-1142,96,-16,-3888,34.65,0.9207895386133728,32.28,0.9294448556624724,3859.98828125,-7606.33349609375,30.899999618530277,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9251171971379226,38.9998046875,-76.10555826822916,-0.0143569356,-0.143569356,-0.1363908882,-0.12203395260000001,-0.0861416136,-0.31585258320000004,-0.13316819803750002,5.95713884065,0.21991078575,0.008552086112500001,5.8264140957875,0.178372081775,1.4906,-0.79866,-2.22952,1.51786,0.77952,-0.66236,-0.0681954441,-0.1148554848,-0.22612173570000002,-0.06230805596250001,5.89177646821875,0.1991414337625,1.50423,-0.009570000000000023,-1.44594,2.82432,-0.47072,-114.38496,33.465
34205,4350962,0,-7,-17,-23,-106,4684,196,2716,-1389,-3971,-15,-16,-41,13,4605,166,2747,1392,-1293,208,-16,-3920,34.66,0.9202862077473476,32.29,0.9292079940784604,3859.99462890625,-7606.3486328125,66.5999984741211,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.924747100912904,38.99991048177083,-76.105810546875,-0.050249274600000005,-0.12203395260000001,-0.1651047594,-0.107677017,-0.1148554848,-0.2943171798,-0.129503018275,5.72256733585,0.23945841115000002,0.0158824456375,5.6260509354375,0.202806613525,1.57528,-0.80562,-2.3031800000000002,1.59326,0.80736,-0.74994,-0.0789631458,-0.1184447187,-0.22971096959999998,-0.05681028631875,5.67430913564375,0.22113251233750003,1.58427,0.0008699999999999819,-1.5265600000000001,6.11936,-0.47072,-115.3264,33.474999999999994
34206,4351112,0,-7,-19,-21,-95,4538,219,2716,-1389,-3971,-19,-15,-42,34,4452,181,2912,1350,-1404,176,-16,-3952,34.66,0.9201085615593388,32.29,0.9289217863311128,3859.99462890625,-7606.3486328125,66.5999984741211,12.194717407226562,0,0.0,0.0,0.0,0.0,3.803680391952774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9245151739452258,38.99991048177083,-76.105810546875,-0.050249274600000005,-0.1363908882,-0.1507478238,-0.1363908882,-0.107677017,-0.3014956476,-0.1160640258125,5.544195254075,0.2675581226625,0.041538703975,5.43912676755,0.2211325123375,1.57528,-0.80562,-2.3031800000000002,1.68896,0.783,-0.81432,-0.0933200814,-0.1220339526,-0.22612173570000002,-0.037262660918749996,5.4916610108125,0.2443453175,1.63212,-0.011309999999999987,-1.55875,5.17792,-0.47072,-116.26784,33.474999999999994
