loc,time,ax,ay,az,temp,press,alt,avalt,avaltdelta,state,wx_raw,wy_raw,wz_raw,pyro
12930688, 5006381, 0.05, -0.81, 0.61, 1702.54, 101331.63, 16.88, 16.95, 0, 2, 9, 38, -30, 34
12930752, 5006479, 0.06, -0.81, 0.61, 1702.54, 101329.88, 17.03, 16.93, 0, 2, 6, 47, -28, 34
12930816, 5006579, 0.05, -0.81, 0.61, 1702.68, 101331.92, 16.86, 16.93, 0, 2, 12, 45, -33, 34
12930880, 5006680, 0.06, -0.81, 0.60, 1702.37, 101327.14, 17.25, 16.93, 0, 2, 13, 45, -25, 34
12930944, 5006778, 0.05, -0.81, 0.61, 1702.37, 101335.92, 16.53, 16.93, 0, 2, 7, 41, -25, 34
12931008, 5006878, 0.05, -0.81, 0.61, 1702.32, 101329.97, 17.02, 16.90, 0, 2, 12, 42, -30, 34
12931072, 5006981, 0.06, -0.81, 0.60, 1702.32, 101336.11, 16.51, 16.92, 0, 2, 10, 45, -30, 34
12931136, 5007079, 0.06, -0.81, 0.60, 1702.37, 101332.71, 16.79, 16.91, 0, 2, 12, 42, -31, 34
12931200, 5007179, 0.06, -0.81, 0.61, 1702.23, 101330.61, 16.97, 16.91, 0, 2, 9, 40, -31, 34
12931264, 5007282, 0.06, -0.81, 0.61, 1702.26, 101333.02, 16.77, 16.90, 0, 2, 13, 40, -34, 34
12931328, 5007380, 0.06, -0.81, 0.60, 1702.46, 101334.05, 16.68, 16.88, 0, 2, 15, 42, -32, 34
12931392, 5007480, 0.06, -0.81, 0.61, 1702.37, 101327.44, 17.23, 16.86, 0, 2, 12, 42, -29, 34
12931456, 5007583, 0.06, -0.81, 0.61, 1702.37, 101331.53, 16.89, 16.88, 0, 2, 10, 42, -33, 34
12931520, 5007681, 0.06, -0.81, 0.60, 1702.34, 101332.35, 16.82, 16.88, 0, 2, 15, 43, -31, 34
12931584, 5007781, 0.06, -0.81, 0.61, 1702.46, 101329.66, 17.05, 16.88, 0, 2, 7, 44, -30, 34
12931648, 5007882, 0.06, -0.81, 0.60, 1702.18, 101328.74, 17.12, 16.89, 0, 2, 13, 46, -31, 34
12931712, 5007982, 0.06, -0.81, 0.60, 1702.32, 101330.27, 17.00, 16.90, 0, 2, 14, 39, -30, 34
12931776, 5008082, 0.06, -0.81, 0.60, 1701.98, 101332.08, 16.84, 16.91, 0, 2, 8, 41, -27, 34
12931840, 5008181, 0.06, -0.81, 0.61, 1702.48, 101332.07, 16.84, 16.91, 0, 2, 7, 43, -33, 34
12931904, 5008281, 0.06, -0.81, 0.60, 1702.34, 101331.47, 16.89, 16.92, 0, 2, 11, 42, -27, 34
12931968, 5008381, 0.06, -0.81, 0.60, 1702.34, 101329.72, 17.04, 16.90, 0, 2, 14, 46, -24, 34
12932032, 5008480, 0.06, -0.81, 0.61, 1702.40, 101335.97, 16.52, 16.91, 0, 2, 13, 41, -30, 34
12932096, 5008580, 0.06, -0.81, 0.60, 1702.37, 101330.96, 16.94, 16.88, 0, 2, 13, 42, -30, 34
12932160, 5008680, 0.05, -0.82, 0.61, 1702.32, 101333.49, 16.73, 16.88, 0, 2, -52, 41, -27, 34
12932224, 5008781, 0.04, -0.79, 0.60, 1702.18, 101331.36, 16.91, 16.86, 0, 2, -76, 57, -37, 34
12932288, 5008879, 0.05, -0.81, 0.77, 1702.62, 101333.86, 16.70, 16.88, 0, 2, -325, 79, -34, 34
12932352, 5008982, 0.06, -0.83, 0.54, 1702.20, 101332.30, 16.83, 16.86, 0, 2, 116, 70, -32, 34
12932416, 5009080, 0.05, -0.90, 0.76, 1702.12, 101331.55, 16.89, 16.88, 0, 2, 926, 504, 240, 34
12932480, 5009178, 0.02, -0.67, 0.69, 1702.40, 101329.83, 17.03, 16.88, 0, 2, 3580, 550, -111, 34
12932544, 5009278, -0.03, -0.80, 0.95, 1702.40, 101330.13, 17.01, 16.89, 0, 2, 1185, 302, -428, 34
12932608, 5009379, 0.05, -0.76, 0.93, 1702.37, 101331.53, 16.89, 16.90, 0, 2, 1139, -305, -517, 34
12932672, 5009477, 0.05, -0.60, 1.13, 1702.15, 101326.92, 17.27, 16.91, 0, 2, 1942, -351, -428, 34
12932736, 5009580, 0.07, -0.51, 1.07, 1702.23, 101328.27, 17.16, 16.91, 0, 2, 1412, -194, -498, 34
12932800, 5009680, 0.05, -0.36, 1.04, 1702.15, 101328.39, 17.15, 16.92, 0, 2, 974, 188, -664, 34
12932864, 5009780, 0.04, -0.28, 0.95, 1702.04, 101327.53, 17.22, 16.94, 0, 2, 666, 717, -692, 34
12932928, 5009883, 0.00, -0.29, 0.92, 1701.73, 101324.50, 17.47, 16.95, 0, 2, -269, 966, -846, 34
12932992, 5009983, -0.02, -0.28, 0.83, 1702.26, 101323.96, 17.52, 16.97, 0, 2, -1290, 1054, -876, 34
12933056, 5010083, 0.01, -0.31, 0.81, 1702.15, 101319.32, 17.91, 16.99, 0, 2, -289, 1229, -645, 34
12933120, 5010186, -0.01, -0.27, 0.74, 1701.78, 101322.02, 17.68, 17.05, 0, 2, 1949, 1581, -238, 34
12933184, 5010286, -0.07, -0.32, 0.80, 1702.01, 101315.78, 18.20, 17.09, 0, 2, 976, 1391, -223, 34
12933248, 5010386, -0.09, -0.31, 0.78, 1701.90, 101320.50, 17.81, 17.15, 0, 2, -713, 957, -306, 34
12933312, 5010489, -0.13, -0.32, 0.78, 1701.98, 101317.46, 18.06, 17.19, 0, 2, -282, 575, -483, 34
12933376, 5010589, -0.18, -0.31, 0.79, 1701.76, 101326.32, 17.33, 17.27, 0, 2, -852, 209, -666, 34
12933440, 5010690, -0.23, -0.38, 0.88, 1701.87, 101318.11, 18.01, 17.29, 0, 2, -1225, 260, -568, 34
12933504, 5010790, -0.24, -0.44, 0.84, 1702.18, 101320.55, 17.80, 17.35, 0, 2, -709, 464, -257, 34
12933568, 5010890, -0.22, -0.40, 0.72, 1701.81, 101319.44, 17.90, 17.40, 0, 2, 325, 192, -119, 34
12933632, 5010991, -0.30, -0.46, 0.84, 1702.01, 101323.97, 17.52, 17.46, 0, 2, 566, -44, -177, 34
12933696, 5011089, -0.31, -0.45, 1.00, 1701.92, 101318.80, 17.95, 17.49, 0, 2, -456, 320, -103, 34
12933760, 5011189, -0.30, -0.55, 0.83, 1701.67, 101319.39, 17.90, 17.54, 0, 2, -2271, 662, -70, 34
12933824, 5011290, -0.29, -0.61, 0.74, 1701.76, 101324.57, 17.47, 17.59, 0, 2, -2520, 520, -17, 34
12933888, 5011390, -0.36, -0.70, 0.73, 1701.81, 101319.44, 17.90, 17.61, 0, 2, -542, 263, -98, 34
12933952, 5011488, -0.39, -0.69, 0.74, 1701.87, 101324.85, 17.45, 17.66, 0, 2, 496, 367, -292, 34
12934016, 5011589, -0.40, -0.64, 0.67, 1702.04, 101320.52, 17.81, 17.67, 0, 2, 621, 528, -337, 34
12934080, 5011689, -0.39, -0.63, 0.61, 1701.70, 101321.21, 17.75, 17.70, 0, 2, 4, 552, -407, 34
12934144, 5011787, -0.40, -0.71, 0.65, 1702.06, 101319.16, 17.92, 17.73, 0, 2, -9, 587, -295, 34
12934208, 5011888, -0.39, -0.72, 0.64, 1701.81, 101318.57, 17.97, 17.77, 0, 2, -289, 473, -441, 34
12934272, 5011988, -0.34, -0.64, 0.70, 1702.12, 101326.28, 17.33, 17.79, 0, 2, -306, 343, -212, 34
12934336, 5012088, -0.34, -0.72, 0.73, 1701.78, 101323.19, 17.58, 17.78, 0, 2, 478, 255, -69, 34
12934400, 5012187, -0.31, -0.65, 0.67, 1701.87, 101322.21, 17.67, 17.77, 0, 2, 402, 325, -339, 34
12934464, 5012287, -0.27, -0.64, 0.60, 1701.90, 101328.10, 17.18, 17.77, 0, 2, 104, 235, -154, 34
12934528, 5012387, -0.34, -0.68, 0.65, 1702.04, 101320.52, 17.81, 17.71, 0, 2, -447, 210, -175, 34
12934592, 5012486, -0.40, -0.65, 0.58, 1701.78, 101319.08, 17.93, 17.71, 0, 2, -546, 257, -7, 34
12934656, 5012586, -0.45, -0.78, 0.67, 1701.90, 101319.91, 17.86, 17.71, 0, 2, -760, -61, 6, 34
12934720, 5012688, -0.40, -0.76, 0.63, 1701.78, 101324.35, 17.49, 17.73, 0, 2, -227, 208, -8, 34
12934784, 5012787, -0.34, -0.75, 0.52, 1701.87, 101328.94, 17.11, 17.71, 0, 2, -351, 213, 126, 34
12934848, 5012885, -0.36, -0.75, 0.54, 1701.81, 101320.89, 17.77, 17.67, 0, 2, -70, -48, 28, 34
12934912, 5012985, -0.34, -0.72, 0.56, 1702.26, 101323.08, 17.59, 17.67, 0, 2, 193, -116, 23, 34
12934976, 5013086, -0.35, -0.73, 0.60, 1701.92, 101321.72, 17.71, 17.67, 0, 2, 843, -99, 83, 34
12935040, 5013184, -0.35, -0.77, 0.66, 1701.92, 101321.44, 17.73, 17.66, 0, 2, 795, -178, 171, 34
12935104, 5013284, -0.34, -0.63, 0.59, 1702.12, 101317.80, 18.03, 17.65, 0, 2, -290, -98, 152, 34
12935168, 5013385, -0.40, -0.70, 0.64, 1701.84, 101322.74, 17.62, 17.68, 0, 2, -741, 3, 21, 34
12935232, 5013485, -0.41, -0.75, 0.68, 1701.92, 101320.85, 17.78, 17.66, 0, 2, -536, -11, -480, 34
12935296, 5013583, -0.35, -0.69, 0.60, 1701.87, 101318.11, 18.01, 17.68, 0, 2, -873, 291, -280, 34
12935360, 5013684, -0.38, -0.68, 0.55, 1701.62, 101316.38, 18.15, 17.69, 0, 2, 694, 272, -228, 34
12935424, 5013784, -0.39, -0.75, 0.65, 1701.87, 101319.58, 17.88, 17.71, 0, 2, 177, 199, -130, 34
12935488, 5013882, -0.37, -0.66, 0.57, 1701.67, 101317.07, 18.09, 17.71, 0, 2, 355, 286, -59, 34
12935552, 5013983, -0.43, -0.81, 0.59, 1701.67, 101316.47, 18.14, 17.72, 0, 2, 146, 435, 126, 34
12935616, 5014083, -0.43, -0.72, 0.54, 1701.67, 101318.82, 17.95, 17.76, 0, 2, -720, 54, -25, 34
12935680, 5014183, -0.39, -0.82, 0.52, 1701.48, 101314.28, 18.32, 17.77, 0, 2, -982, -185, -164, 34
12935744, 5014282, -0.38, -0.81, 0.51, 1701.70, 101316.53, 18.14, 17.81, 0, 2, -320, -150, -36, 34
12935808, 5014382, -0.35, -0.79, 0.47, 1701.53, 101325.53, 17.39, 17.86, 0, 2, -160, 79, -87, 34
12935872, 5014482, -0.34, -0.75, 0.45, 1701.67, 101320.28, 17.83, 17.83, 0, 2, -48, 151, -256, 34
12935936, 5014581, -0.35, -0.82, 0.46, 1701.53, 101319.39, 17.90, 17.83, 0, 2, 723, 181, -179, 34
12936000, 5014681, -0.36, -0.89, 0.54, 1702.04, 101318.75, 17.95, 17.83, 0, 2, -35, 235, 81, 34
12936064, 5014784, -0.32, -0.81, 0.46, 1701.76, 101318.13, 18.00, 17.86, 0, 2, -578, -58, -353, 34
12936128, 5014882, -0.34, -0.82, 0.46, 1701.64, 101319.05, 17.93, 17.90, 0, 2, -951, -100, -268, 34
12936192, 5014982, -0.28, -0.84, 0.48, 1701.67, 101315.02, 18.26, 17.91, 0, 2, 29, 19, -205, 34
12936256, 5015083, -0.31, -0.84, 0.46, 1701.67, 101319.39, 17.90, 17.94, 0, 2, -353, 74, -62, 34
12936320, 5015183, -0.34, -0.83, 0.50, 1701.50, 101319.02, 17.93, 17.95, 0, 2, 727, 22, 134, 34
12936384, 5015281, -0.38, -0.92, 0.48, 1701.64, 101316.42, 18.15, 17.96, 0, 2, -514, 104, 561, 34
12936448, 5015384, -0.47, -0.84, 0.45, 1701.48, 101319.83, 17.86, 17.97, 0, 2, 465, -156, 387, 34
12936512, 5015482, -0.41, -0.76, 0.44, 1701.73, 101315.14, 18.25, 17.98, 0, 2, -433, 41, 99, 34
12936576, 5015582, -0.40, -0.83, 0.37, 1701.84, 101319.24, 17.91, 18.00, 0, 2, -1117, -10, -35, 34
12936640, 5015681, -0.36, -0.87, 0.34, 1701.76, 101316.66, 18.13, 18.00, 0, 2, -811, -63, -80, 34
12936704, 5015781, -0.36, -0.87, 0.34, 1701.42, 101316.78, 18.12, 18.00, 0, 2, 13, -136, -146, 34
12936768, 5015879, -0.40, -0.98, 0.37, 1701.78, 101319.38, 17.90, 18.01, 0, 2, 283, -246, -49, 34
12936832, 5015980, -0.28, -0.81, 0.45, 1701.56, 101323.83, 17.53, 18.00, 0, 2, 469, -304, 63, 34
12936896, 5016080, -0.37, -0.87, 0.43, 1701.48, 101321.88, 17.69, 17.97, 0, 2, -143, -201, 58, 34
12936960, 5016180, -0.37, -0.88, 0.44, 1701.70, 101324.14, 17.51, 17.96, 0, 2, 96, -47, -260, 34
12937024, 5016281, -0.31, -0.82, 0.40, 1701.53, 101321.14, 17.75, 17.91, 0, 2, -570, 341, -313, 34
12937088, 5016381, -0.33, -0.88, 0.40, 1701.56, 101320.61, 17.80, 17.90, 0, 2, -135, 417, -334, 34
12937152, 5016481, -0.33, -0.82, 0.42, 1701.53, 101321.74, 17.71, 17.92, 0, 2, -238, 502, -228, 34
12937216, 5016582, -0.36, -0.96, 0.46, 1701.59, 101318.63, 17.97, 17.91, 0, 2, 345, 433, 30, 34
12937280, 5016680, -0.37, -0.86, 0.38, 1701.50, 101323.41, 17.57, 17.91, 0, 2, 133, 418, 190, 34
12937344, 5016780, -0.35, -0.87, 0.35, 1701.70, 101322.67, 17.63, 17.89, 0, 2, -121, 337, -43, 34
12937408, 5016881, -0.38, -0.92, 0.28, 1701.23, 101319.85, 17.86, 17.87, 0, 2, -484, 193, -164, 34
12937472, 5016979, -0.36, -0.86, 0.26, 1701.39, 101321.41, 17.73, 17.87, 0, 2, -2, 242, -353, 34
12937536, 5017079, -0.35, -0.84, 0.27, 1701.31, 101318.28, 17.99, 17.84, 0, 2, 74, 450, -396, 34
12937600, 5017180, -0.39, -0.94, 0.29, 1701.31, 101320.05, 17.85, 17.85, 0, 2, 406, 754, -88, 34
12937664, 5017280, -0.43, -1.02, 0.37, 1701.45, 101316.57, 18.14, 17.85, 0, 2, 832, 1008, -372, 34
12937728, 5017378, -0.30, -0.85, 0.27, 1701.48, 101316.03, 18.18, 17.84, 0, 2, -230, 916, -521, 34
12937792, 5017479, -0.23, -0.90, 0.36, 1701.70, 101315.07, 18.26, 17.86, 0, 2, -407, 672, -602, 34
12937856, 5017579, -0.22, -0.89, 0.33, 1701.42, 101323.50, 17.56, 17.86, 0, 2, 43, 649, -239, 34
12937920, 5017677, -0.33, -0.88, 0.30, 1701.39, 101319.96, 17.85, 17.84, 0, 2, 488, 456, 55, 34
12937984, 5017780, -0.43, -0.87, 0.26, 1701.39, 101316.74, 18.12, 17.83, 0, 2, 1518, 292, 190, 34
12938048, 5017878, -0.46, -0.94, 0.40, 1701.48, 101319.25, 17.91, 17.83, 0, 2, 422, 175, 335, 34
12938112, 5017978, -0.39, -0.95, 0.41, 1701.62, 101319.88, 17.86, 17.83, 0, 2, -771, 27, -60, 34
12938176, 5018079, -0.34, -0.83, 0.24, 1701.70, 101318.28, 17.99, 17.85, 0, 2, -630, 103, 162, 34
12938240, 5018179, -0.35, -0.88, 0.30, 1701.23, 101318.97, 17.94, 17.86, 0, 2, 65, -1, -105, 34
12938304, 5018279, -0.35, -0.84, 0.25, 1701.20, 101317.16, 18.09, 17.88, 0, 2, 218, 110, -123, 34
12938368, 5018378, -0.41, -0.98, 0.30, 1701.42, 101321.46, 17.73, 17.90, 0, 2, 356, 133, 79, 34
12938432, 5018478, -0.39, -0.95, 0.39, 1701.39, 101324.05, 17.51, 17.90, 0, 2, 648, 206, 94, 34
12938496, 5018580, -0.35, -0.86, 0.29, 1701.25, 101317.60, 18.05, 17.89, 0, 2, 34, 169, 241, 34
12938560, 5018679, -0.36, -0.85, 0.31, 1701.45, 101318.89, 17.94, 17.89, 0, 2, 122, -29, -46, 34
12938624, 5018779, -0.41, -0.99, 0.36, 1701.17, 101321.78, 17.70, 17.91, 0, 2, -1395, 124, -416, 34
12938688, 5018880, -0.36, -0.88, 0.23, 1701.31, 101317.13, 18.09, 17.91, 0, 2, 453, 332, -6, 34
12938752, 5018980, -0.34, -0.71, 0.31, 1701.11, 101319.30, 17.91, 17.92, 0, 2, 774, 21, -149, 34
12938816, 5019078, -0.31, -0.74, 0.31, 1701.31, 101318.28, 17.99, 17.93, 0, 2, -581, -508, -279, 34
12938880, 5019181, -0.39, -0.90, 0.34, 1701.09, 101322.46, 17.65, 17.93, 0, 2, 558, -528, 21, 34
12938944, 5019279, -0.39, -0.88, 0.41, 1701.14, 101321.11, 17.76, 17.92, 0, 2, -654, -250, 519, 34
12939008, 5019377, -0.46, -1.05, 0.35, 1701.00, 101317.32, 18.07, 17.90, 0, 2, -1158, -258, 100, 34
12939072, 5019478, -0.33, -0.89, 0.20, 1701.28, 101319.11, 17.92, 17.90, 0, 2, -1437, -290, -103, 34
12939136, 5019578, -0.36, -0.90, 0.19, 1701.70, 101321.21, 17.75, 17.88, 0, 2, 148, -491, 126, 34
12939200, 5019676, -0.35, -0.85, 0.27, 1701.28, 101319.69, 17.88, 17.89, 0, 2, 348, -554, 85, 34
12939264, 5019777, -0.39, -0.88, 0.31, 1701.17, 101318.58, 17.97, 17.89, 0, 2, 351, -340, -62, 34
12939328, 5019877, -0.41, -0.98, 0.32, 1701.37, 101318.71, 17.96, 17.88, 0, 2, 711, -108, 113, 34
12939392, 5019977, -0.44, -0.98, 0.38, 1701.25, 101320.22, 17.83, 17.89, 0, 2, -186, 248, 106, 34
12939456, 5020078, -0.39, -0.83, 0.24, 1701.34, 101321.86, 17.70, 17.89, 0, 2, -218, 133, -512, 34
12939520, 5020176, -0.36, -0.88, 0.29, 1701.31, 101325.89, 17.36, 17.87, 0, 2, -798, -8, -589, 34
12939584, 5020278, -0.31, -0.89, 0.31, 1701.37, 101319.28, 17.91, 17.84, 0, 2, -50, -31, -501, 34
12939648, 5020379, -0.26, -0.90, 0.30, 1701.00, 101319.94, 17.85, 17.83, 0, 2, -384, 232, -337, 34
12939712, 5020477, -0.31, -0.97, 0.31, 1701.17, 101320.91, 17.77, 17.84, 0, 2, 586, 152, -61, 34
12939776, 5020579, -0.29, -1.00, 0.23, 1701.20, 101316.86, 18.11, 17.85, 0, 2, 339, 77, 497, 34
12939840, 5020680, -0.25, -1.05, 0.35, 1701.42, 101316.19, 18.17, 17.86, 0, 2, -7, 43, 38, 34
12939904, 5020778, -0.24, -0.85, 0.20, 1701.17, 101315.07, 18.26, 17.87, 0, 2, -683, -2, 88, 34
12939968, 5020880, -0.31, -0.88, 0.23, 1700.97, 101314.30, 18.32, 17.89, 0, 2, 1002, 117, 48, 34
12940032, 5020983, -0.34, -0.87, 0.25, 1701.28, 101319.69, 17.88, 17.91, 0, 2, 695, 273, 63, 34
12940096, 5021081, -0.38, -0.93, 0.26, 1701.23, 101320.14, 17.84, 17.90, 0, 2, 117, 249, 22, 34
12940160, 5021184, -0.41, -0.98, 0.30, 1701.20, 101323.60, 17.55, 17.90, 0, 2, -377, 326, 120, 34
12940224, 5021284, -0.36, -0.90, 0.23, 1701.03, 101323.80, 17.53, 17.89, 0, 2, 492, 429, -89, 34
12940288, 5021384, -0.35, -0.91, 0.30, 1701.06, 101320.05, 17.85, 17.88, 0, 2, 2, 535, -412, 34
12940352, 5021483, -0.37, -0.87, 0.26, 1701.25, 101322.85, 17.61, 17.87, 0, 2, -638, 623, -448, 34
12940416, 5021583, -0.31, -0.88, 0.23, 1701.31, 101319.46, 17.89, 17.85, 0, 2, -348, 673, -470, 34
12940480, 5021681, -0.36, -0.91, 0.27, 1701.23, 101316.05, 18.18, 17.86, 0, 2, 463, 676, -314, 34
12940544, 5021782, -0.36, -1.03, 0.24, 1701.28, 101319.41, 17.90, 17.88, 0, 2, 227, 604, 259, 34
12940608, 5021882, -0.36, -0.92, 0.32, 1700.86, 101317.25, 18.08, 17.87, 0, 2, 115, 643, 520, 34
12940672, 5021982, -0.37, -0.94, 0.18, 1701.31, 101313.91, 18.36, 17.88, 0, 2, -154, 464, 287, 34
12940736, 5022083, -0.37, -0.95, 0.20, 1701.06, 101320.35, 17.82, 17.91, 0, 2, -371, 104, -279, 34
12940800, 5022181, -0.33, -0.93, 0.16, 1700.89, 101316.46, 18.14, 17.91, 0, 2, 1194, -216, -106, 34
12940864, 5022281, -0.35, -0.94, 0.22, 1701.28, 101319.69, 17.88, 17.95, 0, 2, 1459, -104, 161, 34
12940928, 5022382, -0.35, -0.84, 0.31, 1701.28, 101322.61, 17.63, 17.95, 0, 2, 1327, -40, 345, 34
12940992, 5022480, -0.31, -0.83, 0.35, 1701.00, 101318.77, 17.95, 17.94, 0, 2, -79, 66, 276, 34
12941056, 5022580, -0.37, -0.80, 0.30, 1701.11, 101314.33, 18.32, 17.95, 0, 2, -976, -77, 78, 34
12941120, 5022681, -0.49, -0.84, 0.39, 1701.25, 101317.30, 18.07, 17.96, 0, 2, -758, -333, -613, 34
12941184, 5022781, -0.43, -0.80, 0.38, 1701.09, 101318.07, 18.01, 17.95, 0, 2, 104, -159, -455, 34
12941248, 5022879, -0.47, -0.88, 0.37, 1700.92, 101319.74, 17.87, 17.94, 0, 2, 81, -65, -213, 34
12941312, 5022982, -0.38, -0.85, 0.33, 1701.03, 101315.91, 18.19, 17.92, 0, 2, -94, -120, 179, 34
12941376, 5023080, -0.37, -0.98, 0.34, 1701.09, 101318.66, 17.96, 17.93, 0, 2, -558, -67, 550, 34
12941440, 5023180, -0.34, -0.92, 0.23, 1701.28, 101316.77, 18.12, 17.94, 0, 2, -993, -20, 75, 34
12941504, 5023283, -0.31, -0.85, 0.18, 1700.89, 101316.75, 18.12, 17.97, 0, 2, -427, -84, -74, 34
12941568, 5023381, -0.39, -1.00, 0.21, 1700.81, 101315.67, 18.21, 18.00, 0, 2, 433, -207, -77, 34
12941632, 5023481, -0.37, -0.88, 0.34, 1701.00, 101321.41, 17.73, 18.02, 0, 2, 1037, 53, 254, 34
12941696, 5023584, -0.37, -0.93, 0.30, 1701.17, 101320.91, 17.77, 18.02, 0, 2, 784, 173, 419, 34
12941760, 5023684, -0.40, -0.93, 0.32, 1701.14, 101323.16, 17.59, 18.02, 0, 2, 458, -199, 286, 34
12941824, 5023784, -0.43, -0.82, 0.31, 1701.20, 101319.78, 17.87, 17.99, 0, 2, -1362, -353, -242, 34
12941888, 5023885, -0.38, -0.78, 0.33, 1701.25, 101323.14, 17.59, 17.98, 0, 2, -204, -131, -311, 34
12941952, 5023985, -0.34, -0.82, 0.33, 1701.39, 101318.78, 17.95, 17.96, 0, 2, -173, 76, -285, 34
12942016, 5024086, -0.39, -0.75, 0.21, 1700.86, 101320.19, 17.83, 17.94, 0, 2, 245, -261, -107, 34
12942080, 5024184, -0.45, -1.03, 0.35, 1701.09, 101316.61, 18.13, 17.94, 0, 2, -553, -478, 387, 34
12942144, 5024284, -0.43, -1.10, 0.48, 1701.09, 101323.03, 17.60, 17.94, 0, 2, 15, -468, 106, 34
12942208, 5024385, -0.36, -0.92, 0.27, 1700.86, 101318.72, 17.96, 17.93, 0, 2, -1976, -233, -112, 34
12942272, 5024485, -0.34, -0.84, 0.22, 1701.06, 101318.60, 17.97, 17.94, 0, 2, 242, -229, -32, 34
12942336, 5024583, -0.32, -0.77, 0.24, 1701.06, 101318.60, 17.97, 17.94, 0, 2, 527, -29, 10, 34
12942400, 5024686, -0.36, -0.88, 0.23, 1701.06, 101323.86, 17.53, 17.93, 0, 2, 466, 51, 43, 34
12942464, 5024784, -0.42, -1.07, 0.31, 1701.17, 101320.63, 17.80, 17.90, 0, 2, 760, -39, 129, 34
12942528, 5024884, -0.40, -0.92, 0.32, 1700.95, 101318.05, 18.01, 17.89, 0, 2, 264, 110, -148, 34
12942592, 5024987, -0.37, -0.85, 0.32, 1701.00, 101318.77, 17.95, 17.89, 0, 2, -752, 349, -345, 34
12942656, 5025085, -0.28, -0.79, 0.33, 1700.81, 101320.07, 17.84, 17.88, 0, 2, 2, 477, -505, 34
12942720, 5025185, -0.32, -0.86, 0.33, 1701.09, 101322.16, 17.67, 17.88, 0, 2, -723, 488, -440, 34
12942784, 5025288, -0.35, -0.89, 0.31, 1701.34, 101317.17, 18.08, 17.85, 0, 2, 541, 209, -85, 34
12942848, 5025386, -0.39, -1.03, 0.28, 1700.67, 101315.35, 18.24, 17.85, 0, 2, -128, 382, 536, 34
12942912, 5025486, -0.40, -0.97, 0.34, 1700.89, 101320.85, 17.78, 17.85, 0, 2, 442, 373, 647, 34
12942976, 5025589, -0.44, -0.91, 0.21, 1700.81, 101320.07, 17.84, 17.86, 0, 2, -1165, -30, -186, 34
12943040, 5025689, -0.36, -0.84, 0.18, 1700.92, 101317.10, 18.09, 17.86, 0, 2, 362, -149, -382, 34
12943104, 5025789, -0.38, -0.86, 0.23, 1700.72, 101316.97, 18.10, 17.88, 0, 2, 866, -65, -125, 34
12943168, 5025888, -0.49, -1.22, 0.32, 1700.69, 101314.24, 18.33, 17.90, 0, 2, -559, 285, 288, 34
12943232, 5025988, -0.29, -0.66, 0.23, 1701.00, 101317.32, 18.07, 17.93, 0, 2, 1444, 475, 181, 34
12943296, 5026088, -0.34, -0.84, 0.30, 1700.72, 101316.38, 18.15, 17.94, 0, 2, -127, 289, -4, 34
12943360, 5026187, -0.40, -0.91, 0.26, 1700.92, 101316.80, 18.12, 17.96, 0, 2, -1314, -9, -847, 34
12943424, 5026287, -0.38, -0.87, 0.22, 1700.92, 101314.47, 18.31, 17.95, 0, 2, -77, 71, -849, 34
12943488, 5026387, -0.38, -1.27, 0.27, 1700.95, 101317.16, 18.09, 17.99, 0, 2, -679, 522, -348, 34
12943552, 5026488, -0.28, -0.91, 0.16, 1701.00, 101318.47, 17.98, 18.00, 0, 2, 324, 662, 201, 34
12943616, 5026586, -0.30, -0.87, 0.19, 1700.92, 101319.44, 17.90, 18.00, 0, 2, -569, 376, 491, 34
12943680, 5026689, -0.38, -0.86, 0.18, 1701.00, 101312.05, 18.51, 17.99, 0, 2, 470, 107, 568, 34
12943744, 5026787, -0.47, -0.97, 0.18, 1700.75, 101320.53, 17.81, 18.04, 0, 2, 794, -386, -298, 34
12943808, 5026885, -0.48, -1.07, 0.19, 1700.92, 101318.27, 17.99, 18.04, 0, 2, 758, -434, -276, 34
12943872, 5026985, -0.36, -0.90, 0.25, 1701.00, 101312.63, 18.46, 18.04, 0, 2, 381, -263, 132, 34
12943936, 5027086, -0.28, -0.88, 0.24, 1700.78, 101323.82, 17.53, 18.07, 0, 2, -143, 205, 242, 34
12944000, 5027184, -0.27, -0.78, 0.23, 1700.92, 101322.36, 17.65, 18.05, 0, 2, 187, 351, 40, 34
12944064, 5027284, -0.34, -0.82, 0.22, 1701.17, 101317.41, 18.07, 18.05, 0, 2, -1009, 382, -392, 34
12944128, 5027385, -0.42, -0.98, 0.23, 1700.78, 101317.38, 18.07, 18.05, 0, 2, -824, 342, -974, 34
12944192, 5027485, -0.35, -1.01, 0.18, 1700.97, 101313.42, 18.40, 18.04, 0, 2, 1416, 291, -521, 34
12944256, 5027584, -0.32, -0.95, 0.30, 1701.14, 101320.52, 17.81, 18.07, 0, 2, 117, 543, -22, 34
12944320, 5027684, -0.29, -1.00, 0.34, 1700.78, 101317.38, 18.07, 18.07, 0, 2, -642, 543, 208, 34
12944384, 5027784, -0.26, -0.80, 0.21, 1700.61, 101319.03, 17.93, 18.07, 0, 2, -514, 422, 373, 34
12944448, 5027887, -0.32, -0.84, 0.19, 1701.17, 101318.28, 17.99, 18.06, 0, 2, 489, 144, 290, 34
12944512, 5027985, -0.41, -1.02, 0.23, 1700.89, 101324.64, 17.46, 18.04, 0, 2, 90, -348, -533, 34
