loc,time,ax,ay,az,temp,press,alt,avalt,avaltdelta,state,wx_raw,wy_raw,wz_raw,pyro
12402560, 4180854, 1.00, -0.00, -0.00, 1952.85, 101328.77, 17.12, 17.21, 0, 2, 17, 42, -34, 34
12402624, 4180955, 1.00, 0.00, -0.00, 1952.33, 101321.99, 17.69, 17.20, 0, 2, 18, 43, -39, 34
12402688, 4181051, 1.00, 0.00, -0.00, 1952.79, 101329.25, 17.08, 17.20, 0, 2, 18, 41, -31, 34
12402752, 4181151, 1.00, 0.00, 0.00, 1953.07, 101329.27, 17.08, 17.20, 0, 2, 18, 48, -27, 34
12402816, 4181252, 1.00, -0.00, 0.00, 1952.85, 101324.35, 17.49, 17.18, 0, 2, 15, 43, -29, 34
12402880, 4181352, 0.99, -0.00, 0.00, 1952.96, 101323.44, 17.56, 17.21, 0, 2, 10, 45, -33, 34
12402944, 4181450, 1.00, -0.01, 0.00, 1953.04, 101329.80, 17.04, 17.21, 0, 2, 12, 41, -29, 34
12403008, 4181551, 1.00, -0.01, 0.00, 1952.66, 101328.66, 17.13, 17.19, 0, 2, 9, 41, -34, 34
12403072, 4181651, 1.00, -0.00, -0.00, 1952.60, 101327.66, 17.21, 17.20, 0, 2, 14, 39, -31, 34
12403136, 4181749, 1.00, -0.00, 0.00, 1952.71, 101330.83, 16.95, 17.19, 0, 2, 21, 46, -36, 34
12403200, 4181850, 1.00, 0.00, -0.00, 1952.38, 101333.89, 16.69, 17.18, 0, 2, 10, 45, -30, 34
12403264, 4181950, 1.00, -0.01, 0.00, 1952.57, 101329.89, 17.03, 17.15, 0, 2, 6, 42, -32, 34
12403328, 4182050, 1.00, -0.00, 0.00, 1952.74, 101330.32, 16.99, 17.14, 0, 2, 15, 47, -39, 34
12403392, 4182149, 1.00, -0.00, 0.00, 1952.74, 101329.14, 17.09, 17.14, 0, 2, 19, 41, -31, 34
12403456, 4182249, 1.00, -0.00, -0.00, 1952.74, 101328.25, 17.16, 17.14, 0, 2, 11, 33, -33, 34
12403520, 4182349, 1.00, 0.00, -0.00, 1952.55, 101329.25, 17.08, 17.13, 0, 2, 13, 40, -29, 34
12403584, 4182448, 1.00, -0.00, -0.00, 1952.52, 101329.19, 17.09, 17.14, 0, 2, 21, 41, -33, 34
12403648, 4182548, 1.00, 0.01, -0.00, 1952.66, 101327.47, 17.23, 17.15, 0, 2, 18, 46, -27, 34
12403712, 4182650, 1.00, -0.01, -0.00, 1952.52, 101327.42, 17.23, 17.17, 0, 2, 6, 40, -28, 34
12403776, 4182751, 1.00, -0.00, 0.00, 1952.57, 101332.25, 16.83, 17.16, 0, 2, 11, 44, -35, 34
12403840, 4182849, 1.00, -0.00, 0.00, 1952.41, 101328.36, 17.15, 17.14, 0, 2, 15, 40, -36, 34
12403904, 4182951, 1.00, -0.00, -0.00, 1952.08, 101324.99, 17.43, 17.14, 0, 2, 19, 37, -35, 34
12403968, 4183052, 1.00, 0.00, -0.00, 1952.46, 101328.49, 17.14, 17.13, 0, 2, 14, 46, -35, 34
12404032, 4183150, 1.00, -0.00, 0.00, 1952.30, 101328.11, 17.18, 17.13, 0, 2, 12, 50, -26, 34
12404096, 4183252, 1.00, 0.00, 0.00, 1952.19, 101322.58, 17.63, 17.14, 0, 2, 16, 46, -31, 34
12404160, 4183351, 1.00, -0.00, 0.00, 1952.38, 101324.49, 17.48, 17.14, 0, 2, 14, 45, -31, 34
12404224, 4183451, 1.00, -0.00, 0.00, 1952.22, 101331.16, 16.92, 17.14, 0, 2, 9, 46, -33, 34
12404288, 4183549, 1.00, -0.00, 0.00, 1952.08, 101324.39, 17.48, 17.13, 0, 2, 9, 38, -34, 34
12404352, 4183650, 1.00, -0.00, -0.00, 1952.00, 101324.78, 17.45, 17.15, 0, 2, 18, 38, -28, 34
12404416, 4183748, 1.00, -0.00, -0.00, 1952.11, 101324.74, 17.46, 17.16, 0, 2, 16, 39, -29, 34
12404480, 4183848, 1.00, -0.00, -0.00, 1952.16, 101323.39, 17.57, 17.19, 0, 2, 12, 46, -29, 34
12404544, 4183949, 1.00, 0.00, 0.00, 1951.70, 101328.22, 17.16, 17.23, 0, 2, 13, 43, -30, 34
12404608, 4184049, 1.00, -0.01, 0.00, 1952.05, 101328.42, 17.15, 17.24, 0, 2, 20, 44, -28, 34
12404672, 4184147, 1.00, -0.00, 0.00, 1952.22, 101329.11, 17.09, 17.25, 0, 2, 14, 42, -35, 34
12404736, 4184248, 1.00, -0.00, 0.00, 1952.11, 101322.69, 17.63, 17.25, 0, 2, 16, 44, -29, 34
12404800, 4184348, 0.99, -0.00, 0.00, 1951.89, 101324.24, 17.50, 17.27, 0, 2, 13, 42, -33, 34
12404864, 4184449, 1.00, -0.00, -0.00, 1951.83, 101329.71, 17.04, 17.29, 0, 2, 10, 44, -28, 34
12404928, 4184547, 1.00, -0.00, -0.00, 1951.83, 101324.71, 17.46, 17.29, 0, 2, 11, 45, -25, 34
12404992, 4184647, 1.00, -0.00, -0.00, 1951.97, 101321.78, 17.70, 17.30, 0, 2, 15, 45, -30, 34
12405056, 4184748, 1.00, -0.01, -0.00, 1951.78, 101326.33, 17.32, 17.32, 0, 2, 17, 44, -30, 34
12405120, 4184846, 1.00, -0.01, -0.00, 1951.64, 101326.03, 17.35, 17.35, 0, 2, 18, 43, -38, 34
12405184, 4184946, 1.00, 0.00, 0.00, 1951.81, 101326.42, 17.32, 17.36, 0, 2, 14, 44, -36, 34
12405248, 4185047, 1.00, -0.01, 0.00, 1951.78, 101325.75, 17.37, 17.35, 0, 2, 23, 43, -34, 34
12405312, 4185147, 1.00, -0.00, 0.00, 1951.37, 101324.25, 17.49, 17.36, 0, 2, 14, 43, -31, 34
12405376, 4185245, 1.00, 0.01, 0.00, 1951.53, 101321.66, 17.71, 17.38, 0, 2, 15, 41, -28, 34
12405440, 4185348, 1.00, 0.00, 0.00, 1951.42, 101324.38, 17.49, 17.38, 0, 2, 8, 42, -23, 34
12405504, 4185446, 1.00, -0.01, -0.00, 1951.34, 101321.25, 17.75, 17.38, 0, 2, 7, 38, -33, 34
12405568, 4185546, 1.00, -0.00, -0.00, 1951.64, 101323.67, 17.54, 17.42, 0, 2, 16, 45, -35, 34
12405632, 4185649, 1.00, -0.00, -0.00, 1951.39, 101323.44, 17.56, 17.43, 0, 2, 11, 42, -28, 34
12405696, 4185747, 1.00, -0.01, -0.00, 1951.26, 101323.11, 17.59, 17.43, 0, 2, 26, 48, -37, 34
12405760, 4185847, 1.00, 0.00, -0.00, 1951.42, 101323.80, 17.53, 17.44, 0, 2, 22, 48, -35, 34
12405824, 4185950, 1.00, 0.01, 0.01, 1951.39, 101318.74, 17.95, 17.44, 0, 2, 12, 43, -26, 34
12405888, 4186050, 1.00, -0.01, 0.01, 1951.07, 101323.55, 17.56, 17.48, 0, 2, 14, 36, -31, 34
12405952, 4186152, 1.00, 0.00, -0.00, 1951.23, 101327.74, 17.21, 17.50, 0, 2, 10, 33, -31, 34
12406016, 4186251, 1.00, 0.00, -0.00, 1951.48, 101328.02, 17.18, 17.50, 0, 2, 5, 34, -24, 34
12406080, 4186351, 1.00, -0.01, -0.01, 1951.28, 101326.42, 17.32, 17.48, 0, 2, 7, 43, -29, 34
12406144, 4186451, 1.00, 0.00, -0.01, 1951.15, 101332.86, 16.78, 17.47, 0, 2, 21, 45, -33, 34
12406208, 4186550, 1.00, -0.01, -0.00, 1951.23, 101323.03, 17.60, 17.46, 0, 2, 20, 50, -29, 34
12406272, 4186650, 0.99, -0.00, -0.00, 1950.90, 101328.47, 17.14, 17.47, 0, 2, 8, 50, -38, 34
12406336, 4186750, 1.00, 0.00, 0.01, 1951.23, 101325.38, 17.40, 17.44, 0, 2, 17, 49, -36, 34
12406400, 4186849, 1.00, -0.00, 0.00, 1951.04, 101322.91, 17.61, 17.44, 0, 2, 30, 43, -38, 34
12406464, 4186949, 1.00, 0.00, 0.00, 1950.93, 101322.35, 17.65, 17.46, 0, 2, 17, 43, -35, 34
12406528, 4187049, 1.00, -0.00, 0.00, 1950.87, 101324.00, 17.52, 17.47, 0, 2, 8, 43, -27, 34
12406592, 4187150, 1.00, -0.01, -0.00, 1951.15, 101325.21, 17.42, 17.48, 0, 2, 15, 40, -26, 34
12406656, 4187248, 1.00, -0.00, -0.00, 1950.90, 101322.60, 17.63, 17.48, 0, 2, 17, 50, -31, 34
12406720, 4187351, 1.00, -0.00, -0.00, 1950.82, 101321.82, 17.70, 17.47, 0, 2, 19, 48, -32, 34
12406784, 4187449, 1.00, -0.00, 0.00, 1951.01, 101323.71, 17.54, 17.48, 0, 2, 20, 47, -33, 34
12406848, 4187547, 1.00, 0.00, 0.01, 1951.04, 101319.96, 17.85, 17.47, 0, 2, 20, 44, -31, 34
12406912, 4187648, 1.00, 0.00, 0.00, 1950.85, 101328.36, 17.15, 17.49, 0, 2, 17, 44, -33, 34
12406976, 4187748, 1.00, -0.00, 0.00, 1951.04, 101324.38, 17.49, 17.47, 0, 2, 14, 38, -26, 34
12407040, 4187846, 1.00, 0.00, -0.00, 1951.07, 101326.49, 17.31, 17.46, 0, 2, 5, 45, -26, 34
12407104, 4187949, 1.00, -0.00, -0.00, 1950.65, 101320.85, 17.78, 17.45, 0, 2, 12, 40, -24, 34
12407168, 4188049, 1.00, -0.01, 0.00, 1950.90, 101326.11, 17.34, 17.44, 0, 2, 22, 45, -33, 34
12407232, 4188149, 1.00, -0.00, -0.00, 1950.32, 101327.17, 17.25, 17.43, 0, 2, 17, 41, -38, 34
12407296, 4188250, 0.99, 0.00, 0.00, 1950.57, 101325.10, 17.43, 17.43, 0, 2, 13, 48, -30, 34
12407360, 4188350, 1.00, -0.00, -0.00, 1950.71, 101325.38, 17.40, 17.45, 0, 2, 18, 48, -32, 34
12407424, 4188450, 1.00, 0.00, 0.01, 1950.60, 101327.80, 17.20, 17.45, 0, 2, 20, 37, -34, 34
12407488, 4188551, 1.00, 0.01, -0.00, 1950.82, 101331.22, 16.92, 17.47, 0, 2, 5, 33, -22, 34
12407552, 4188651, 1.00, -0.01, 0.00, 1950.65, 101324.97, 17.44, 17.44, 0, 2, 2, 39, -24, 34
12407616, 4188751, 1.00, -0.00, -0.01, 1950.65, 101324.38, 17.49, 17.45, 0, 2, 5, 42, -28, 34
12407680, 4188852, 1.00, -0.00, -0.00, 1950.49, 101327.52, 17.23, 17.46, 0, 2, 6, 42, -31, 34
12407744, 4188952, 0.99, -0.01, -0.00, 1950.49, 101331.94, 16.86, 17.44, 0, 2, 14, 49, -39, 34
12407808, 4189052, 1.00, -0.00, -0.00, 1950.49, 101324.58, 17.47, 17.40, 0, 2, 25, 49, -39, 34
12407872, 4189153, 1.00, -0.00, 0.00, 1950.65, 101327.91, 17.19, 17.39, 0, 2, 22, 47, -36, 34
12407936, 4189251, 1.00, 0.00, 0.00, 1950.35, 101326.35, 17.32, 17.38, 0, 2, 12, 41, -33, 34
12408000, 4189353, 1.00, 0.01, 0.00, 1950.46, 101333.35, 16.74, 17.37, 0, 2, 18, 41, -29, 34
12408064, 4189452, 1.00, -0.00, -0.00, 1950.41, 101322.64, 17.63, 17.32, 0, 2, 13, 36, -23, 34
12408128, 4189550, 1.00, -0.00, -0.00, 1950.49, 101326.05, 17.35, 17.32, 0, 2, 5, 41, -24, 34
12408192, 4189650, 1.00, -0.01, -0.00, 1950.54, 101329.72, 17.04, 17.30, 0, 2, 13, 39, -28, 34
12408256, 4189751, 1.00, -0.00, -0.00, 1950.54, 101330.02, 17.02, 17.29, 0, 2, 25, 49, -42, 34
12408320, 4189849, 1.00, -0.01, -0.00, 1950.54, 101328.25, 17.16, 17.27, 0, 2, 23, 45, -39, 34
12408384, 4189949, 1.00, -0.00, 0.00, 1950.38, 101328.77, 17.12, 17.26, 0, 2, 18, 57, -33, 34
12408448, 4190050, 1.00, 0.00, 0.01, 1950.32, 101327.47, 17.23, 17.23, 0, 2, 18, 46, -31, 34
12408512, 4190150, 0.99, -0.00, 0.00, 1950.27, 101317.63, 18.05, 17.22, 0, 2, -13, 38, -28, 34
12408576, 4190248, 1.01, 0.03, 0.01, 1950.38, 101325.52, 17.39, 17.26, 0, 2, -16, 46, -32, 34
12408640, 4190349, 0.99, -0.01, 0.02, 1950.41, 101321.77, 17.70, 17.26, 0, 2, 32, 52, -25, 34
12408704, 4190449, 0.99, 0.03, -0.02, 1950.27, 101325.86, 17.36, 17.28, 0, 2, 5, 35, -35, 34
12408768, 4190550, 1.01, 0.00, -0.00, 1950.32, 101327.17, 17.25, 17.28, 0, 2, 12, 41, -35, 34
12408832, 4190648, 1.00, -0.00, 0.00, 1950.30, 101324.47, 17.48, 17.30, 0, 2, 20, 50, -34, 34
12408896, 4190748, 0.99, 0.00, -0.01, 1950.08, 101323.67, 17.54, 17.30, 0, 2, 22, 49, -34, 34
12408960, 4190849, 1.00, 0.00, 0.00, 1950.30, 101325.94, 17.35, 17.31, 0, 2, 20, 45, -34, 34
12409024, 4190947, 1.00, -0.00, 0.01, 1950.43, 101322.11, 17.67, 17.31, 0, 2, 12, 37, -35, 34
12409088, 4191047, 1.00, -0.00, -0.00, 1950.00, 101319.67, 17.88, 17.35, 0, 2, 5, 35, -29, 34
12409152, 4191148, 1.00, -0.00, -0.00, 1949.69, 101322.47, 17.65, 17.37, 0, 2, 11, 36, -28, 34
12409216, 4191248, 1.00, -0.00, -0.00, 1950.02, 101320.32, 17.82, 17.40, 0, 2, 10, 39, -27, 34
12409280, 4191350, 1.00, -0.00, -0.00, 1950.05, 101323.05, 17.60, 17.42, 0, 2, 15, 50, -28, 34
12409344, 4191453, 1.00, -0.01, 0.00, 1950.11, 101324.02, 17.52, 17.46, 0, 2, 19, 51, -32, 34
12409408, 4191551, 1.00, -0.00, 0.00, 1949.94, 101330.13, 17.01, 17.46, 0, 2, 19, 47, -36, 34
12409472, 4191653, 1.00, 0.00, 0.01, 1950.11, 101327.55, 17.22, 17.44, 0, 2, 18, 40, -36, 34
12409536, 4191756, 1.00, 0.01, 0.00, 1949.72, 101323.14, 17.59, 17.45, 0, 2, 13, 36, -34, 34
12409600, 4191854, 1.00, 0.00, -0.00, 1949.69, 101326.60, 17.30, 17.48, 0, 2, 10, 39, -24, 34
12409664, 4191956, 1.00, -0.00, -0.00, 1949.86, 101324.33, 17.49, 17.49, 0, 2, 12, 42, -24, 34
12409728, 4192057, 1.00, -0.01, -0.00, 1949.72, 101323.44, 17.56, 17.50, 0, 2, 13, 46, -24, 34
12409792, 4192157, 1.00, -0.01, -0.00, 1949.78, 101324.46, 17.48, 17.52, 0, 2, 18, 51, -25, 34
12409856, 4192256, 1.00, -0.01, 0.00, 1949.86, 101324.63, 17.46, 17.49, 0, 2, 20, 44, -41, 34
12409920, 4192356, 1.00, 0.00, 0.00, 1949.97, 101323.13, 17.59, 17.50, 0, 2, 19, 40, -43, 34
12409984, 4192454, 1.00, 0.00, 0.00, 1949.89, 101323.22, 17.58, 17.49, 0, 2, 10, 45, -32, 34
12410048, 4192555, 1.00, 0.00, 0.00, 1950.00, 101327.03, 17.26, 17.50, 0, 2, 7, 40, -33, 34
12410112, 4192655, 1.00, -0.00, -0.01, 1949.80, 101330.99, 16.93, 17.50, 0, 2, 6, 44, -25, 34
12410176, 4192755, 1.00, -0.01, -0.00, 1949.83, 101321.05, 17.76, 17.48, 0, 2, 14, 41, -19, 34
12410240, 4192856, 1.00, -0.01, -0.00, 1949.97, 101324.30, 17.49, 17.49, 0, 2, 8, 42, -28, 34
12410304, 4192954, 1.00, -0.00, -0.00, 1949.72, 101325.21, 17.42, 17.49, 0, 2, 18, 49, -31, 34
12410368, 4193054, 0.99, -0.01, -0.00, 1949.64, 101329.42, 17.07, 17.48, 0, 2, 21, 47, -38, 34
12410432, 4193155, 1.00, 0.00, 0.00, 1949.72, 101329.03, 17.10, 17.44, 0, 2, 20, 50, -36, 34
12410496, 4193253, 1.00, 0.00, 0.00, 1949.86, 101321.99, 17.69, 17.41, 0, 2, 14, 45, -31, 34
12410560, 4193353, 1.00, -0.00, 0.00, 1949.72, 101326.10, 17.34, 17.41, 0, 2, 17, 44, -30, 34
12410624, 4193456, 1.00, -0.01, 0.00, 1949.56, 101325.72, 17.37, 17.39, 0, 2, 7, 40, -26, 34
12410688, 4193554, 1.00, -0.00, 0.00, 1949.80, 101328.92, 17.11, 17.39, 0, 2, 7, 39, -28, 34
12410752, 4193656, 1.00, -0.00, -0.00, 1949.69, 101324.53, 17.47, 17.39, 0, 2, 15, 43, -26, 34
12410816, 4193759, 1.00, -0.00, -0.00, 1949.50, 101320.60, 17.80, 17.40, 0, 2, 17, 42, -35, 34
12410880, 4193857, 1.00, -0.00, 0.00, 1949.58, 101321.07, 17.76, 17.41, 0, 2, 22, 53, -34, 34
12410944, 4193957, 1.00, 0.00, 0.00, 1949.50, 101324.42, 17.48, 17.44, 0, 2, 23, 54, -35, 34
12411008, 4194060, 1.00, -0.00, 0.01, 1949.53, 101327.42, 17.23, 17.44, 0, 2, 11, 41, -34, 34
12411072, 4194158, 1.00, -0.00, 0.01, 1949.42, 101330.10, 17.01, 17.42, 0, 2, 13, 39, -29, 34
12411136, 4194258, 1.00, 0.00, 0.00, 1949.48, 101319.64, 17.88, 17.40, 0, 2, 3, 35, -30, 34
12411200, 4194361, 1.00, 0.00, -0.00, 1949.48, 101326.71, 17.29, 17.42, 0, 2, 7, 38, -28, 34
12411264, 4194459, 1.00, 0.00, -0.01, 1949.39, 101327.67, 17.21, 17.40, 0, 2, 16, 40, -30, 34
12411328, 4194560, 1.00, -0.01, -0.00, 1949.45, 101324.00, 17.52, 17.38, 0, 2, 17, 46, -32, 34
12411392, 4194660, 1.00, -0.00, -0.00, 1949.28, 101327.16, 17.25, 17.40, 0, 2, 18, 49, -35, 34
12411456, 4194760, 1.00, -0.00, 0.00, 1949.31, 101323.99, 17.52, 17.41, 0, 2, 17, 46, -37, 34
12411520, 4194861, 1.00, 0.00, 0.01, 1949.28, 101323.03, 17.60, 17.40, 0, 2, 16, 40, -33, 34
12411584, 4194959, 1.00, 0.00, 0.00, 1949.34, 101326.97, 17.27, 17.41, 0, 2, 8, 38, -23, 34
12411648, 4195059, 1.00, -0.00, -0.00, 1949.17, 101328.64, 17.13, 17.40, 0, 2, 9, 38, -26, 34
12411712, 4195160, 1.00, -0.00, -0.00, 1949.20, 101328.44, 17.15, 17.40, 0, 2, 10, 46, -27, 34
12411776, 4195260, 1.00, -0.01, -0.00, 1949.37, 101324.69, 17.46, 17.40, 0, 2, 12, 45, -30, 34
12411840, 4195358, 1.00, -0.01, 0.00, 1949.15, 101323.00, 17.60, 17.39, 0, 2, 22, 50, -36, 34
12411904, 4195461, 1.00, -0.00, 0.00, 1949.37, 101327.63, 17.21, 17.41, 0, 2, 26, 45, -36, 34
12411968, 4195559, 1.00, 0.00, 0.00, 1949.20, 101327.27, 17.24, 17.40, 0, 2, 19, 44, -35, 34
12412032, 4195659, 1.00, 0.00, 0.00, 1949.31, 101321.33, 17.74, 17.40, 0, 2, 9, 41, -35, 34
12412096, 4195762, 1.00, 0.00, 0.00, 1949.34, 101323.46, 17.56, 17.42, 0, 2, 9, 44, -25, 34
12412160, 4195860, 1.00, -0.00, -0.00, 1949.01, 101323.30, 17.57, 17.41, 0, 2, 7, 43, -21, 34
12412224, 4195960, 1.00, -0.01, -0.00, 1948.98, 101326.19, 17.33, 17.40, 0, 2, 5, 43, -27, 34
12412288, 4196063, 1.00, -0.01, -0.00, 1949.15, 101325.36, 17.40, 17.39, 0, 2, 15, 39, -30, 34
12412352, 4196163, 1.00, -0.00, -0.00, 1948.71, 101322.05, 17.68, 17.40, 0, 2, 24, 51, -37, 34
12412416, 4196265, 1.00, -0.00, -0.00, 1948.90, 101329.21, 17.08, 17.43, 0, 2, 27, 50, -43, 34
12412480, 4196364, 0.99, 0.00, 0.00, 1948.90, 101322.74, 17.62, 17.39, 0, 2, 18, 53, -36, 34
12412544, 4196464, 1.00, 0.00, 0.01, 1948.79, 101322.21, 17.67, 17.41, 0, 2, 16, 44, -28, 34
12412608, 4196564, 1.00, 0.00, 0.01, 1948.95, 101328.77, 17.12, 17.43, 0, 2, 15, 34, -26, 34
12412672, 4196663, 1.00, 0.00, 0.01, 1948.93, 101330.17, 17.00, 17.41, 0, 2, 3, 34, -25, 34
12412736, 4196763, 1.00, -0.01, -0.00, 1948.90, 101327.74, 17.21, 17.40, 0, 2, 8, 29, -21, 34
12412800, 4196864, 1.00, -0.00, -0.01, 1948.82, 101329.03, 17.10, 17.38, 0, 2, 8, 36, -29, 34
12412864, 4196962, 1.00, -0.00, -0.01, 1948.87, 101321.21, 17.75, 17.36, 0, 2, 12, 41, -34, 34
12412928, 4197062, 1.00, -0.00, -0.00, 1949.06, 101326.07, 17.34, 17.38, 0, 2, 13, 53, -36, 34
12412992, 4197163, 1.00, 0.00, 0.00, 1948.76, 101333.03, 16.77, 17.39, 0, 2, 21, 51, -36, 34
12413056, 4197263, 1.00, -0.01, 0.01, 1948.95, 101328.77, 17.12, 17.37, 0, 2, 26, 45, -37, 34
12413120, 4197361, 1.00, 0.01, 0.01, 1948.87, 101325.03, 17.43, 17.36, 0, 2, 15, 38, -30, 34
12413184, 4197464, 1.00, -0.00, 0.00, 1948.71, 101322.64, 17.63, 17.35, 0, 2, 11, 33, -32, 34
12413248, 4197562, 1.00, 0.00, -0.01, 1948.65, 101326.88, 17.28, 17.37, 0, 2, 6, 34, -25, 34
12413312, 4197662, 1.00, -0.01, -0.01, 1948.87, 101330.61, 16.97, 17.37, 0, 2, 8, 43, -22, 34
12413376, 4197761, 1.00, -0.01, -0.01, 1948.68, 101328.75, 17.12, 17.33, 0, 2, 1, 45, -26, 34
12413440, 4197861, 1.00, 0.00, -0.00, 1948.71, 101331.75, 16.87, 17.31, 0, 2, 16, 41, -29, 34
12413504, 4197959, 1.00, -0.01, -0.00, 1948.71, 101333.22, 16.75, 17.27, 0, 2, 39, 40, -37, 34
12413568, 4198060, 1.00, 0.00, 0.00, 1948.35, 101333.85, 16.70, 17.25, 0, 2, 18, 40, -37, 34
12413632, 4198160, 1.00, 0.00, -0.00, 1948.46, 101332.64, 16.80, 17.21, 0, 2, 30, 44, -34, 34
12413696, 4198260, 1.00, -0.00, 0.00, 1948.71, 101329.71, 17.04, 17.17, 0, 2, 14, 45, -32, 34
12413760, 4198361, 1.00, -0.00, 0.00, 1948.49, 101327.11, 17.26, 17.16, 0, 2, 11, 46, -28, 34
12413824, 4198461, 1.00, -0.00, 0.00, 1948.60, 101330.88, 16.95, 17.15, 0, 2, 1, 45, -22, 34
12413888, 4198561, 1.00, -0.01, -0.00, 1948.21, 101326.78, 17.29, 17.11, 0, 2, 14, 44, -27, 34
12413952, 4198662, 1.00, -0.01, -0.00, 1948.35, 101329.42, 17.07, 17.12, 0, 2, 18, 40, -33, 34
12414016, 4198762, 1.00, -0.00, -0.00, 1948.43, 101328.47, 17.14, 17.12, 0, 2, 16, 41, -37, 34
12414080, 4198862, 1.00, 0.00, -0.00, 1948.30, 101332.85, 16.78, 17.12, 0, 2, 20, 43, -32, 34
12414144, 4198963, 1.00, 0.00, 0.00, 1948.35, 101330.61, 16.97, 17.10, 0, 2, 13, 47, -31, 34
12414208, 4199061, 1.00, 0.00, 0.00, 1948.19, 101334.08, 16.68, 17.06, 0, 2, 12, 40, -30, 34
12414272, 4199161, 1.00, 0.00, 0.00, 1948.43, 101327.58, 17.22, 17.03, 0, 2, 13, 41, -32, 34
12414336, 4199262, 1.00, 0.00, 0.00, 1948.32, 101331.13, 16.92, 17.05, 0, 2, 6, 41, -31, 34
12414400, 4199360, 1.00, -0.00, -0.01, 1948.32, 101326.72, 17.29, 17.04, 0, 2, 11, 39, -27, 34
12414464, 4199460, 1.00, -0.01, -0.01, 1948.46, 101329.41, 17.07, 17.04, 0, 2, 16, 37, -29, 34
12414528, 4199561, 1.00, -0.00, -0.00, 1948.65, 101330.39, 16.98, 17.01, 0, 2, 26, 52, -30, 34
12414592, 4199659, 1.00, -0.00, 0.00, 1948.08, 101329.99, 17.02, 16.99, 0, 2, 18, 47, -33, 34
12414656, 4199759, 1.00, -0.00, 0.01, 1948.10, 101327.39, 17.23, 17.00, 0, 2, 25, 46, -35, 34
12414720, 4199860, 1.00, -0.00, -0.00, 1947.91, 101326.71, 17.29, 17.00, 0, 2, 19, 47, -32, 34
12414784, 4199960, 1.00, -0.00, 0.00, 1948.35, 101323.85, 17.53, 17.02, 0, 2, 13, 49, -33, 34
12414848, 4200058, 1.00, 0.00, -0.00, 1947.99, 101326.58, 17.30, 17.06, 0, 2, 15, 47, -32, 34
12414912, 4200159, 1.00, -0.00, -0.00, 1948.19, 101325.85, 17.36, 17.09, 0, 2, 14, 37, -33, 34
12414976, 4200259, 1.00, -0.00, -0.00, 1947.86, 101328.30, 17.16, 17.12, 0, 2, 7, 42, -29, 34
12415040, 4200357, 1.00, -0.00, -0.00, 1948.21, 101327.08, 17.26, 17.13, 0, 2, 6, 43, -29, 34
12415104, 4200458, 1.00, -0.00, -0.00, 1948.02, 101327.82, 17.20, 17.13, 0, 2, 15, 44, -26, 34
12415168, 4200558, 1.00, -0.00, -0.00, 1948.08, 101325.86, 17.36, 17.14, 0, 2, 16, 44, -37, 34
12415232, 4200658, 1.00, -0.00, -0.00, 1947.99, 101329.22, 17.08, 17.14, 0, 2, 17, 45, -32, 34
12415296, 4200757, 1.00, -0.00, 0.00, 1947.86, 101327.72, 17.21, 17.14, 0, 2, 13, 48, -37, 34
12415360, 4200857, 1.00, -0.00, -0.00, 1948.05, 101320.82, 17.78, 17.15, 0, 2, 21, 44, -36, 34
12415424, 4200957, 1.00, -0.01, 0.00, 1948.27, 101326.61, 17.30, 17.20, 0, 2, 17, 47, -33, 34
12415488, 4201056, 1.00, -0.00, -0.00, 1948.19, 101329.67, 17.05, 17.21, 0, 2, 15, 49, -30, 34
12415552, 4201156, 1.00, -0.01, 0.00, 1947.72, 101329.49, 17.06, 17.23, 0, 2, 16, 43, -31, 34
12415616, 4201259, 1.00, -0.00, -0.00, 1947.69, 101320.32, 17.82, 17.22, 0, 2, 17, 39, -32, 34
12415680, 4201357, 1.00, 0.00, 0.00, 1948.21, 101329.72, 17.04, 17.27, 0, 2, 13, 41, -29, 34
12415744, 4201455, 1.00, -0.01, 0.00, 1947.83, 101321.19, 17.75, 17.26, 0, 2, 17, 38, -26, 34
12415808, 4201555, 1.00, 0.00, -0.00, 1947.78, 101327.55, 17.22, 17.29, 0, 2, 16, 42, -27, 34
12415872, 4201656, 1.00, -0.00, -0.00, 1947.64, 101318.14, 18.00, 17.30, 0, 2, 16, 44, -31, 34
12415936, 4201754, 1.00, -0.00, 0.00, 1947.86, 101328.30, 17.16, 17.35, 0, 2, 11, 47, -34, 34
12416000, 4201857, 1.00, -0.00, -0.00, 1948.13, 101323.33, 17.57, 17.35, 0, 2, 19, 45, -34, 34
12416064, 4201957, 1.00, -0.00, 0.00, 1947.72, 101323.02, 17.60, 17.36, 0, 2, 17, 51, -33, 34
12416128, 4202055, 1.00, -0.00, 0.00, 1947.88, 101324.88, 17.44, 17.36, 0, 2, 11, 48, -32, 34
12416192, 4202156, 1.00, -0.00, 0.00, 1947.45, 101324.16, 17.50, 17.37, 0, 2, 13, 43, -32, 34
12416256, 4202256, 0.99, -0.00, 0.00, 1947.69, 101329.42, 17.07, 17.38, 0, 2, 17, 41, -29, 34
12416320, 4202354, 1.00, 0.00, -0.00, 1947.91, 101327.88, 17.19, 17.37, 0, 2, 16, 42, -31, 34
12416384, 4202455, 1.00, -0.00, -0.00, 1947.88, 101324.28, 17.49, 17.37, 0, 2, 16, 39, -32, 34
